entidad,codigo_adjudicacion,fecha_adjudicacion,fecha_finalizacion,plazo_gestion,tramo_gestion,rango_deuda,casos_activos_abiertos,importe_asignado,importe_base_deuda,telefonos_total,telefonos_contactados,telefonos_sin_contacto,contactado_sin_llamada,contactado_1_a_3_intentos,contactado_4_a_6_intentos,contactado_mayor_6_intentos,sin_contacto_sin_llamada,sin_contacto_1_a_3_intentos,sin_contacto_4_a_6_intentos,sin_contacto_mayor_6_intentos,llamadas_total
OEST,105,2023-11-02,2027-11-01,937,"6) Mayor a 360 dias","1) MENOR A $5.000",188,160594.34,160594.34,622,214,408,209,5,0,0,408,0,0,0,6
OEST,105,2023-11-02,2027-11-01,937,"6) Mayor a 360 dias","2) $5.001 a $10.000",3,20061.88,20061.88,6,2,4,0,2,0,0,4,0,0,0,3
OEST,105,2023-11-02,2027-11-01,937,"6) Mayor a 360 dias","3) $10.001 a $20.000",2,25524.04,25524.04,7,4,3,0,4,0,0,3,0,0,0,5
OEST,105,2023-11-02,2027-11-01,937,"6) Mayor a 360 dias","4) $20.001 a $35.000",1,22252.32,22252.32,1,1,0,0,1,0,0,0,0,0,0,1
OEST,106,2023-12-05,2027-12-04,904,"6) Mayor a 360 dias","1) MENOR A $5.000",497,554408.96,554408.96,854,366,488,354,11,1,0,487,1,0,0,24
OEST,106,2023-12-05,2027-12-04,904,"6) Mayor a 360 dias","2) $5.001 a $10.000",28,198700.98,198700.98,66,27,39,3,24,0,0,39,0,0,0,32
OEST,106,2023-12-05,2027-12-04,904,"6) Mayor a 360 dias","3) $10.001 a $20.000",6,87029.06,87029.06,16,6,10,0,6,0,0,10,0,0,0,6
OEST,106,2023-12-05,2027-12-04,904,"6) Mayor a 360 dias","4) $20.001 a $35.000",1,32122.87,32122.87,1,1,0,0,0,1,0,0,0,0,0,4
OEST,107,2023-12-05,2027-12-04,904,"6) Mayor a 360 dias","1) MENOR A $5.000",196,175824.18,175824.18,303,132,171,127,5,0,0,170,1,0,0,7
OEST,107,2023-12-05,2027-12-04,904,"6) Mayor a 360 dias","2) $5.001 a $10.000",5,29993.47,29993.47,10,8,2,1,7,0,0,2,0,0,0,8
OEST,107,2023-12-05,2027-12-04,904,"6) Mayor a 360 dias","3) $10.001 a $20.000",1,10286.00,10286.00,3,3,0,0,3,0,0,0,0,0,0,3
OEST,107,2023-12-05,2027-12-04,904,"6) Mayor a 360 dias","4) $20.001 a $35.000",1,25143.50,25143.50,3,3,0,0,3,0,0,0,0,0,0,3
OEST,108,2024-01-03,2028-01-02,875,"6) Mayor a 360 dias","1) MENOR A $5.000",365,416218.07,416218.07,562,254,308,252,2,0,0,308,0,0,0,4
OEST,108,2024-01-03,2028-01-02,875,"6) Mayor a 360 dias","2) $5.001 a $10.000",22,155016.54,155016.54,37,16,21,15,1,0,0,21,0,0,0,1
OEST,108,2024-01-03,2028-01-02,875,"6) Mayor a 360 dias","3) $10.001 a $20.000",12,157568.77,157568.77,14,8,6,8,0,0,0,6,0,0,0,0
OEST,108,2024-01-03,2028-01-02,875,"6) Mayor a 360 dias","4) $20.001 a $35.000",3,70824.38,70824.38,3,2,1,2,0,0,0,1,0,0,0,0
OEST,109,2024-01-03,2028-01-02,875,"6) Mayor a 360 dias","1) MENOR A $5.000",162,156086.33,156086.33,908,230,678,229,1,0,0,678,0,0,0,1
OEST,109,2024-01-03,2028-01-02,875,"6) Mayor a 360 dias","2) $5.001 a $10.000",5,31269.07,31269.07,7,2,5,2,0,0,0,5,0,0,0,0
OEST,109,2024-01-03,2028-01-02,875,"6) Mayor a 360 dias","3) $10.001 a $20.000",1,14775.00,14775.00,2,1,1,1,0,0,0,1,0,0,0,0
OEST,110,2024-02-02,2028-02-01,845,"6) Mayor a 360 dias","1) MENOR A $5.000",583,689032.90,689032.90,990,425,565,403,22,0,0,564,1,0,0,27
OEST,110,2024-02-02,2028-02-01,845,"6) Mayor a 360 dias","2) $5.001 a $10.000",53,373779.68,373779.68,93,39,54,2,37,0,0,54,0,0,0,47
OEST,110,2024-02-02,2028-02-01,845,"6) Mayor a 360 dias","3) $10.001 a $20.000",17,243389.56,243389.56,27,9,18,1,8,0,0,18,0,0,0,11
OEST,110,2024-02-02,2028-02-01,845,"6) Mayor a 360 dias","4) $20.001 a $35.000",5,145005.54,145005.54,14,2,12,0,2,0,0,12,0,0,0,2
OEST,110,2024-02-02,2028-02-01,845,"6) Mayor a 360 dias","5) $35.001 a $50.000",1,36950.00,36950.00,1,1,0,0,1,0,0,0,0,0,0,1
OEST,110,2024-02-02,2028-02-01,845,"6) Mayor a 360 dias","6) $50.001 a $100.000",4,255390.52,255390.52,4,4,0,0,4,0,0,0,0,0,0,12
OEST,111,2024-02-02,2028-02-01,845,"6) Mayor a 360 dias","1) MENOR A $5.000",230,227786.68,227786.68,365,178,187,173,5,0,0,187,0,0,0,5
OEST,111,2024-02-02,2028-02-01,845,"6) Mayor a 360 dias","2) $5.001 a $10.000",13,88207.02,88207.02,28,20,8,2,17,1,0,8,0,0,0,25
OEST,111,2024-02-02,2028-02-01,845,"6) Mayor a 360 dias","3) $10.001 a $20.000",4,55875.59,55875.59,7,2,5,0,2,0,0,5,0,0,0,2
OEST,111,2024-02-02,2028-02-01,845,"6) Mayor a 360 dias","4) $20.001 a $35.000",1,22677.04,22677.04,1,0,1,0,0,0,0,1,0,0,0,0
OEST,111,2024-02-02,2028-02-01,845,"6) Mayor a 360 dias","6) $50.001 a $100.000",1,59197.66,59197.66,3,2,1,0,1,0,1,1,0,0,0,10
OEST,111,2024-02-02,2028-02-01,845,"6) Mayor a 360 dias","7) $100.001 a $500.000",3,388314.90,388314.90,2,1,1,0,1,0,0,1,0,0,0,3
OEST,112,2024-03-05,2028-03-04,813,"6) Mayor a 360 dias","1) MENOR A $5.000",521,601833.04,601833.04,948,329,619,320,8,1,0,619,0,0,0,14
OEST,112,2024-03-05,2028-03-04,813,"6) Mayor a 360 dias","2) $5.001 a $10.000",39,276823.29,276823.29,65,24,41,0,24,0,0,41,0,0,0,26
OEST,112,2024-03-05,2028-03-04,813,"6) Mayor a 360 dias","3) $10.001 a $20.000",21,288784.00,288784.00,34,14,20,2,12,0,0,20,0,0,0,15
OEST,112,2024-03-05,2028-03-04,813,"6) Mayor a 360 dias","4) $20.001 a $35.000",6,155441.69,155441.69,8,4,4,0,4,0,0,4,0,0,0,5
OEST,113,2024-03-05,2028-03-04,813,"6) Mayor a 360 dias","1) MENOR A $5.000",223,209553.50,209553.50,394,161,233,157,4,0,0,232,1,0,0,6
OEST,113,2024-03-05,2028-03-04,813,"6) Mayor a 360 dias","2) $5.001 a $10.000",15,104572.78,104572.78,22,9,13,1,8,0,0,13,0,0,0,9
OEST,113,2024-03-05,2028-03-04,813,"6) Mayor a 360 dias","3) $10.001 a $20.000",7,90152.45,90152.45,8,5,3,1,4,0,0,3,0,0,0,5
OEST,113,2024-03-05,2028-03-04,813,"6) Mayor a 360 dias","4) $20.001 a $35.000",2,55363.39,55363.39,3,2,1,0,2,0,0,1,0,0,0,2
OEST,114,2024-04-04,2028-04-03,783,"6) Mayor a 360 dias","1) MENOR A $5.000",523,727462.02,727462.02,904,315,589,301,14,0,0,589,0,0,0,18
OEST,114,2024-04-04,2028-04-03,783,"6) Mayor a 360 dias","2) $5.001 a $10.000",56,390156.05,390156.05,83,38,45,0,38,0,0,45,0,0,0,42
OEST,114,2024-04-04,2028-04-03,783,"6) Mayor a 360 dias","3) $10.001 a $20.000",26,376602.37,376602.37,53,25,28,2,23,0,0,28,0,0,0,28
OEST,114,2024-04-04,2028-04-03,783,"6) Mayor a 360 dias","4) $20.001 a $35.000",6,145297.85,145297.85,9,3,6,0,3,0,0,6,0,0,0,3
OEST,114,2024-04-04,2028-04-03,783,"6) Mayor a 360 dias","5) $35.001 a $50.000",2,75073.71,75073.71,3,2,1,0,2,0,0,1,0,0,0,2
OEST,114,2024-04-04,2028-04-03,783,"6) Mayor a 360 dias","6) $50.001 a $100.000",2,127325.20,127325.20,3,1,2,0,0,1,0,2,0,0,0,4
OEST,115,2024-04-04,2028-04-03,783,"6) Mayor a 360 dias","1) MENOR A $5.000",2092,1951016.76,1951016.76,3785,1219,2566,1151,68,0,0,2566,0,0,0,76
OEST,115,2024-04-04,2028-04-03,783,"6) Mayor a 360 dias","2) $5.001 a $10.000",45,317947.88,317947.88,87,34,53,2,32,0,0,53,0,0,0,35
OEST,115,2024-04-04,2028-04-03,783,"6) Mayor a 360 dias","3) $10.001 a $20.000",13,186508.78,186508.78,17,5,12,0,5,0,0,12,0,0,0,6
OEST,115,2024-04-04,2028-04-03,783,"6) Mayor a 360 dias","4) $20.001 a $35.000",3,69305.50,69305.50,3,1,2,0,1,0,0,2,0,0,0,1
OEST,115,2024-04-04,2028-04-03,783,"6) Mayor a 360 dias","5) $35.001 a $50.000",1,35100.00,35100.00,1,1,0,0,1,0,0,0,0,0,0,1
OEST,115,2024-04-04,2028-04-03,783,"6) Mayor a 360 dias","6) $50.001 a $100.000",2,121010.04,121010.04,3,1,2,0,0,1,0,2,0,0,0,5
OEST,116,2024-05-03,2028-05-02,754,"6) Mayor a 360 dias","1) MENOR A $5.000",999,1021569.58,1021569.58,1705,559,1146,551,8,0,0,1144,2,0,0,13
OEST,116,2024-05-03,2028-05-02,754,"6) Mayor a 360 dias","2) $5.001 a $10.000",53,369236.18,369236.18,90,39,51,16,23,0,0,49,2,0,0,50
OEST,116,2024-05-03,2028-05-02,754,"6) Mayor a 360 dias","3) $10.001 a $20.000",39,551743.54,551743.54,76,30,46,21,8,1,0,45,1,0,0,27
OEST,116,2024-05-03,2028-05-02,754,"6) Mayor a 360 dias","4) $20.001 a $35.000",14,359855.01,359855.01,31,13,18,12,1,0,0,18,0,0,0,1
OEST,116,2024-05-03,2028-05-02,754,"6) Mayor a 360 dias","5) $35.001 a $50.000",1,35864.46,35864.46,1,1,0,1,0,0,0,0,0,0,0,0
OEST,117,2024-05-06,2028-05-05,751,"6) Mayor a 360 dias","1) MENOR A $5.000",398,356867.90,356867.90,637,253,384,244,9,0,0,381,3,0,0,21
OEST,117,2024-05-06,2028-05-05,751,"6) Mayor a 360 dias","2) $5.001 a $10.000",10,61409.96,61409.96,18,7,11,1,6,0,0,8,3,0,0,16
OEST,117,2024-05-06,2028-05-05,751,"6) Mayor a 360 dias","3) $10.001 a $20.000",10,135962.58,135962.58,13,5,8,1,4,0,0,8,0,0,0,11
OEST,117,2024-05-06,2028-05-05,751,"6) Mayor a 360 dias","4) $20.001 a $35.000",3,78212.94,78212.94,5,1,4,0,1,0,0,4,0,0,0,3
OEST,117,2024-05-06,2028-05-05,751,"6) Mayor a 360 dias","7) $100.001 a $500.000",1,258800.00,258800.00,1,0,1,0,0,0,0,1,0,0,0,0
OEST,118,2024-06-04,2028-06-03,722,"6) Mayor a 360 dias","1) MENOR A $5.000",552,752001.84,752001.84,1002,361,641,353,7,1,0,641,0,0,0,11
OEST,118,2024-06-04,2028-06-03,722,"6) Mayor a 360 dias","2) $5.001 a $10.000",54,370400.55,370400.55,79,26,53,4,17,5,0,49,2,2,0,60
OEST,118,2024-06-04,2028-06-03,722,"6) Mayor a 360 dias","3) $10.001 a $20.000",34,455969.20,455969.20,55,24,31,4,13,7,0,30,1,0,0,44
OEST,118,2024-06-04,2028-06-03,722,"6) Mayor a 360 dias","4) $20.001 a $35.000",10,254256.03,254256.03,15,8,7,3,5,0,0,7,0,0,0,5
OEST,118,2024-06-04,2028-06-03,722,"6) Mayor a 360 dias","5) $35.001 a $50.000",2,80830.26,80830.26,5,1,4,1,0,0,0,4,0,0,0,0
OEST,118,2024-06-04,2028-06-03,722,"6) Mayor a 360 dias","6) $50.001 a $100.000",1,55400.00,55400.00,4,2,2,0,2,0,0,2,0,0,0,6
OEST,119,2024-06-04,2028-06-03,722,"6) Mayor a 360 dias","1) MENOR A $5.000",172,233000.46,233000.46,912,207,705,205,2,0,0,704,1,0,0,5
OEST,119,2024-06-04,2028-06-03,722,"6) Mayor a 360 dias","2) $5.001 a $10.000",18,127323.08,127323.08,28,13,15,4,8,1,0,14,1,0,0,22
OEST,119,2024-06-04,2028-06-03,722,"6) Mayor a 360 dias","3) $10.001 a $20.000",9,114160.78,114160.78,329,50,279,44,5,1,0,277,1,1,0,18
OEST,119,2024-06-04,2028-06-03,722,"6) Mayor a 360 dias","4) $20.001 a $35.000",1,20931.75,20931.75,1,1,0,0,1,0,0,0,0,0,0,2
OEST,119,2024-06-04,2028-06-03,722,"6) Mayor a 360 dias","7) $100.001 a $500.000",1,439700.00,439700.00,6,2,4,0,2,0,0,3,1,0,0,4
OEST,120,2024-07-02,2026-07-02,694,"6) Mayor a 360 dias","1) MENOR A $5.000",509,770492.16,770492.16,881,301,580,296,5,0,0,580,0,0,0,5
OEST,120,2024-07-02,2026-07-02,694,"6) Mayor a 360 dias","2) $5.001 a $10.000",49,339853.67,339853.67,74,34,40,7,17,10,0,40,0,0,0,63
OEST,120,2024-07-02,2026-07-02,694,"6) Mayor a 360 dias","3) $10.001 a $20.000",46,631386.16,631386.16,73,38,35,7,27,4,0,35,0,0,0,52
OEST,120,2024-07-02,2026-07-02,694,"6) Mayor a 360 dias","4) $20.001 a $35.000",14,380268.48,380268.48,23,12,11,5,6,1,0,10,0,1,0,17
OEST,120,2024-07-02,2026-07-02,694,"6) Mayor a 360 dias","5) $35.001 a $50.000",2,74909.56,74909.56,2,1,1,0,1,0,0,1,0,0,0,1
OEST,120,2024-07-02,2026-07-02,694,"6) Mayor a 360 dias","6) $50.001 a $100.000",3,176722.41,176722.41,6,3,3,0,3,0,0,3,0,0,0,8
OEST,121,2024-07-02,2026-07-02,694,"6) Mayor a 360 dias","1) MENOR A $5.000",119,168128.95,168128.95,495,119,376,118,1,0,0,376,0,0,0,1
OEST,121,2024-07-02,2026-07-02,694,"6) Mayor a 360 dias","2) $5.001 a $10.000",14,101615.53,101615.53,20,8,12,2,6,0,0,12,0,0,0,12
OEST,121,2024-07-02,2026-07-02,694,"6) Mayor a 360 dias","3) $10.001 a $20.000",4,52590.00,52590.00,5,1,4,0,1,0,0,4,0,0,0,1
OEST,121,2024-07-02,2026-07-02,694,"6) Mayor a 360 dias","4) $20.001 a $35.000",2,66083.54,66083.54,13,5,8,1,4,0,0,8,0,0,0,7
OEST,121,2024-07-02,2026-07-02,694,"6) Mayor a 360 dias","5) $35.001 a $50.000",2,78023.50,78023.50,5,4,1,0,4,0,0,1,0,0,0,5
OEST,122,2024-08-02,2026-08-02,663,"6) Mayor a 360 dias","1) MENOR A $5.000",1054,1463467.25,1463467.25,1730,646,1084,628,12,6,0,1082,2,0,0,46
OEST,122,2024-08-02,2026-08-02,663,"6) Mayor a 360 dias","2) $5.001 a $10.000",119,806188.84,806188.84,191,84,107,23,50,11,0,102,3,2,0,125
OEST,122,2024-08-02,2026-08-02,663,"6) Mayor a 360 dias","3) $10.001 a $20.000",72,1057050.21,1057050.21,114,52,62,12,26,14,0,61,1,0,0,103
OEST,122,2024-08-02,2026-08-02,663,"6) Mayor a 360 dias","4) $20.001 a $35.000",26,633174.55,633174.55,39,20,19,5,9,6,0,18,0,1,0,44
OEST,122,2024-08-02,2026-08-02,663,"6) Mayor a 360 dias","5) $35.001 a $50.000",5,197619.35,197619.35,11,3,8,2,1,0,0,8,0,0,0,1
OEST,122,2024-08-02,2026-08-02,663,"6) Mayor a 360 dias","6) $50.001 a $100.000",2,167695.87,167695.87,2,2,0,0,0,2,0,0,0,0,0,8
OEST,122,2024-08-02,2026-08-02,663,"6) Mayor a 360 dias","7) $100.001 a $500.000",2,246705.79,246705.79,7,4,3,0,3,1,0,3,0,0,0,10
OEST,123,2024-08-02,2026-08-02,663,"6) Mayor a 360 dias","1) MENOR A $5.000",165,241585.19,241585.19,594,166,428,162,3,1,0,428,0,0,0,8
OEST,123,2024-08-02,2026-08-02,663,"6) Mayor a 360 dias","2) $5.001 a $10.000",14,97065.51,97065.51,24,12,12,2,9,1,0,12,0,0,0,25
OEST,123,2024-08-02,2026-08-02,663,"6) Mayor a 360 dias","3) $10.001 a $20.000",9,125896.80,125896.80,11,5,6,0,4,1,0,6,0,0,0,10
OEST,123,2024-08-02,2026-08-02,663,"6) Mayor a 360 dias","4) $20.001 a $35.000",3,77941.36,77941.36,321,46,275,43,3,0,0,275,0,0,0,3
OEST,123,2024-08-02,2026-08-02,663,"6) Mayor a 360 dias","5) $35.001 a $50.000",2,82671.65,82671.65,6,3,3,2,1,0,0,3,0,0,0,1
OEST,123,2024-08-02,2026-08-02,663,"6) Mayor a 360 dias","6) $50.001 a $100.000",1,60896.59,60896.59,9,6,3,2,2,2,0,3,0,0,0,16
OEST,124,2024-09-03,2026-09-03,631,"6) Mayor a 360 dias","1) MENOR A $5.000",849,1211964.11,1211964.11,1501,552,949,544,8,0,0,948,1,0,0,11
OEST,124,2024-09-03,2026-09-03,631,"6) Mayor a 360 dias","2) $5.001 a $10.000",77,548215.70,548215.70,138,63,75,16,37,10,0,71,4,0,0,105
OEST,124,2024-09-03,2026-09-03,631,"6) Mayor a 360 dias","3) $10.001 a $20.000",54,763127.91,763127.91,119,50,69,18,21,11,0,69,0,0,0,69
OEST,124,2024-09-03,2026-09-03,631,"6) Mayor a 360 dias","4) $20.001 a $35.000",29,759998.45,759998.45,50,25,25,7,10,8,0,23,0,2,0,55
OEST,124,2024-09-03,2026-09-03,631,"6) Mayor a 360 dias","5) $35.001 a $50.000",4,149487.77,149487.77,7,4,3,2,2,0,0,3,0,0,0,4
OEST,124,2024-09-03,2026-09-03,631,"6) Mayor a 360 dias","6) $50.001 a $100.000",2,125112.27,125112.27,3,2,1,2,0,0,0,0,1,0,0,1
OEST,124,2024-09-03,2026-09-03,631,"6) Mayor a 360 dias","7) $100.001 a $500.000",1,101060.99,101060.99,3,2,1,0,0,2,0,1,0,0,0,11
OEST,125,2024-09-03,2026-09-03,631,"6) Mayor a 360 dias","1) MENOR A $5.000",163,253737.50,253737.50,271,121,150,119,2,0,0,150,0,0,0,3
OEST,125,2024-09-03,2026-09-03,631,"6) Mayor a 360 dias","2) $5.001 a $10.000",10,77825.34,77825.34,28,15,13,4,8,3,0,13,0,0,0,22
OEST,125,2024-09-03,2026-09-03,631,"6) Mayor a 360 dias","3) $10.001 a $20.000",7,92452.00,92452.00,12,6,6,1,5,0,0,6,0,0,0,9
OEST,125,2024-09-03,2026-09-03,631,"6) Mayor a 360 dias","4) $20.001 a $35.000",7,163347.73,163347.73,325,46,279,43,2,1,0,279,0,0,0,8
OEST,125,2024-09-03,2026-09-03,631,"6) Mayor a 360 dias","5) $35.001 a $50.000",1,41281.56,41281.56,1,1,0,1,0,0,0,0,0,0,0,0
OEST,125,2024-09-03,2026-09-03,631,"6) Mayor a 360 dias","6) $50.001 a $100.000",1,50082.26,50082.26,2,2,0,0,1,1,0,0,0,0,0,7
OEST,126,2024-10-02,2026-10-02,602,"6) Mayor a 360 dias","1) MENOR A $5.000",879,1336996.29,1336996.29,1502,575,927,571,4,0,0,927,0,0,0,4
OEST,126,2024-10-02,2026-10-02,602,"6) Mayor a 360 dias","2) $5.001 a $10.000",97,699184.98,699184.98,163,67,96,27,29,11,0,87,6,3,0,110
OEST,126,2024-10-02,2026-10-02,602,"6) Mayor a 360 dias","3) $10.001 a $20.000",56,799756.57,799756.57,98,37,61,10,18,9,0,59,1,1,0,72
OEST,126,2024-10-02,2026-10-02,602,"6) Mayor a 360 dias","4) $20.001 a $35.000",21,543774.41,543774.41,31,13,18,2,6,5,0,18,0,0,0,30
OEST,126,2024-10-02,2026-10-02,602,"6) Mayor a 360 dias","5) $35.001 a $50.000",13,561557.42,561557.42,20,11,9,4,6,1,0,9,0,0,0,10
OEST,126,2024-10-02,2026-10-02,602,"6) Mayor a 360 dias","6) $50.001 a $100.000",3,219116.62,219116.62,9,6,3,1,3,2,0,3,0,0,0,16
OEST,126,2024-10-02,2026-10-02,602,"6) Mayor a 360 dias","7) $100.001 a $500.000",2,275777.12,275777.12,4,2,2,1,1,0,0,2,0,0,0,2
OEST,127,2024-10-02,2026-10-02,602,"6) Mayor a 360 dias","1) MENOR A $5.000",166,250791.11,250791.11,289,108,181,106,2,0,0,181,0,0,0,4
OEST,127,2024-10-02,2026-10-02,602,"6) Mayor a 360 dias","2) $5.001 a $10.000",24,183124.55,183124.55,34,17,17,7,9,1,0,17,0,0,0,21
OEST,127,2024-10-02,2026-10-02,602,"6) Mayor a 360 dias","3) $10.001 a $20.000",5,73223.54,73223.54,10,6,4,1,5,0,0,3,1,0,0,9
OEST,127,2024-10-02,2026-10-02,602,"6) Mayor a 360 dias","4) $20.001 a $35.000",7,156958.20,156958.20,9,6,3,0,5,1,0,3,0,0,0,12
OEST,127,2024-10-02,2026-10-02,602,"6) Mayor a 360 dias","5) $35.001 a $50.000",1,46404.34,46404.34,1,0,1,0,0,0,0,1,0,0,0,0
OEST,127,2024-10-02,2026-10-02,602,"6) Mayor a 360 dias","6) $50.001 a $100.000",2,147129.30,147129.30,2,1,1,0,1,0,0,1,0,0,0,2
OEST,128,2024-11-01,2026-11-01,572,"6) Mayor a 360 dias","1) MENOR A $5.000",795,1287588.95,1287588.95,1376,552,824,547,5,0,0,824,0,0,0,8
OEST,128,2024-11-01,2026-11-01,572,"6) Mayor a 360 dias","2) $5.001 a $10.000",95,652455.65,652455.65,149,62,87,29,28,5,0,86,1,0,0,62
OEST,128,2024-11-01,2026-11-01,572,"6) Mayor a 360 dias","3) $10.001 a $20.000",73,1069413.26,1069413.26,107,45,62,14,21,10,0,62,0,0,0,77
OEST,128,2024-11-01,2026-11-01,572,"6) Mayor a 360 dias","4) $20.001 a $35.000",37,956362.06,956362.06,62,32,30,12,13,7,0,29,0,1,0,51
OEST,128,2024-11-01,2026-11-01,572,"6) Mayor a 360 dias","5) $35.001 a $50.000",11,461742.38,461742.38,15,8,7,3,4,1,0,7,0,0,0,10
OEST,128,2024-11-01,2026-11-01,572,"6) Mayor a 360 dias","6) $50.001 a $100.000",7,409500.18,409500.18,9,3,6,0,2,1,0,6,0,0,0,7
OEST,128,2024-11-01,2026-11-01,572,"6) Mayor a 360 dias","7) $100.001 a $500.000",3,520055.77,520055.77,4,2,2,0,1,1,0,2,0,0,0,8
OEST,129,2024-11-01,2026-11-01,572,"6) Mayor a 360 dias","1) MENOR A $5.000",147,222642.61,222642.61,240,105,135,105,0,0,0,135,0,0,0,0
OEST,129,2024-11-01,2026-11-01,572,"6) Mayor a 360 dias","2) $5.001 a $10.000",23,145927.39,145927.39,34,15,19,8,6,1,0,16,3,0,0,20
OEST,129,2024-11-01,2026-11-01,572,"6) Mayor a 360 dias","3) $10.001 a $20.000",18,269291.36,269291.36,31,12,19,4,6,2,0,18,1,0,0,21
OEST,129,2024-11-01,2026-11-01,572,"6) Mayor a 360 dias","4) $20.001 a $35.000",5,126353.60,126353.60,9,3,6,0,1,2,0,5,1,0,0,12
OEST,129,2024-11-01,2026-11-01,572,"6) Mayor a 360 dias","6) $50.001 a $100.000",1,50487.47,50487.47,1,0,1,0,0,0,0,1,0,0,0,0
OEST,129,2024-11-01,2026-11-01,572,"6) Mayor a 360 dias","7) $100.001 a $500.000",1,254542.88,254542.88,2,2,0,0,0,2,0,0,0,0,0,9
OEST,130,2024-12-02,2026-12-02,541,"6) Mayor a 360 dias","1) MENOR A $5.000",664,1139227.30,1139227.30,1099,441,658,433,8,0,0,658,0,0,0,10
OEST,130,2024-12-02,2026-12-02,541,"6) Mayor a 360 dias","2) $5.001 a $10.000",84,584036.45,584036.45,129,55,74,21,20,14,0,72,2,0,0,95
OEST,130,2024-12-02,2026-12-02,541,"6) Mayor a 360 dias","3) $10.001 a $20.000",64,947871.82,947871.82,93,43,50,14,19,10,0,49,1,0,0,69
OEST,130,2024-12-02,2026-12-02,541,"6) Mayor a 360 dias","4) $20.001 a $35.000",25,633583.52,633583.52,46,17,29,3,10,4,0,26,0,3,0,47
OEST,130,2024-12-02,2026-12-02,541,"6) Mayor a 360 dias","5) $35.001 a $50.000",9,362505.90,362505.90,16,8,8,3,1,3,1,8,0,0,0,22
OEST,130,2024-12-02,2026-12-02,541,"6) Mayor a 360 dias","6) $50.001 a $100.000",10,610656.71,610656.71,11,8,3,4,3,1,0,3,0,0,0,13
OEST,130,2024-12-02,2026-12-02,541,"6) Mayor a 360 dias","7) $100.001 a $500.000",2,493529.85,493529.85,2,1,1,1,0,0,0,1,0,0,0,0
OEST,131,2024-12-02,2026-12-02,541,"6) Mayor a 360 dias","1) MENOR A $5.000",132,191567.83,191567.83,213,86,127,85,1,0,0,127,0,0,0,1
OEST,131,2024-12-02,2026-12-02,541,"6) Mayor a 360 dias","2) $5.001 a $10.000",9,63602.18,63602.18,316,41,275,37,4,0,0,275,0,0,0,8
OEST,131,2024-12-02,2026-12-02,541,"6) Mayor a 360 dias","3) $10.001 a $20.000",5,71585.36,71585.36,5,1,4,1,0,0,0,4,0,0,0,0
OEST,131,2024-12-02,2026-12-02,541,"6) Mayor a 360 dias","4) $20.001 a $35.000",3,76721.76,76721.76,3,2,1,0,2,0,0,1,0,0,0,4
OEST,131,2024-12-02,2026-12-02,541,"6) Mayor a 360 dias","5) $35.001 a $50.000",1,38824.89,38824.89,6,1,5,0,1,0,0,4,1,0,0,4
OEST,131,2024-12-02,2026-12-02,541,"6) Mayor a 360 dias","6) $50.001 a $100.000",1,57497.03,57497.03,2,1,1,0,1,0,0,0,1,0,0,4
OEST,133,2025-01-06,2027-01-06,506,"6) Mayor a 360 dias","1) MENOR A $5.000",100,179980.80,179980.80,169,64,105,64,0,0,0,105,0,0,0,0
OEST,133,2025-01-06,2027-01-06,506,"6) Mayor a 360 dias","2) $5.001 a $10.000",21,157313.08,157313.08,31,13,18,5,6,2,0,18,0,0,0,19
OEST,133,2025-01-06,2027-01-06,506,"6) Mayor a 360 dias","3) $10.001 a $20.000",9,131337.02,131337.02,14,9,5,0,8,1,0,5,0,0,0,17
OEST,133,2025-01-06,2027-01-06,506,"6) Mayor a 360 dias","4) $20.001 a $35.000",7,192146.47,192146.47,9,7,2,1,3,3,0,2,0,0,0,24
OEST,133,2025-01-06,2027-01-06,506,"6) Mayor a 360 dias","5) $35.001 a $50.000",3,130310.00,130310.00,3,1,2,0,0,1,0,2,0,0,0,5
OEST,133,2025-01-06,2027-01-06,506,"6) Mayor a 360 dias","6) $50.001 a $100.000",3,168746.78,168746.78,7,4,3,0,1,2,1,3,0,0,0,19
OEST,133,2025-01-06,2027-01-06,506,"6) Mayor a 360 dias","7) $100.001 a $500.000",1,167096.30,167096.30,0,0,0,0,0,0,0,0,0,0,0,0
OEST,135,2025-01-06,2027-01-06,506,"6) Mayor a 360 dias","1) MENOR A $5.000",65,141265.76,141265.76,115,39,76,39,0,0,0,76,0,0,0,0
OEST,135,2025-01-06,2027-01-06,506,"6) Mayor a 360 dias","2) $5.001 a $10.000",12,98353.58,98353.58,17,4,13,3,1,0,0,13,0,0,0,2
OEST,135,2025-01-06,2027-01-06,506,"6) Mayor a 360 dias","3) $10.001 a $20.000",15,229626.41,229626.41,20,10,10,6,3,1,0,10,0,0,0,8
OEST,135,2025-01-06,2027-01-06,506,"6) Mayor a 360 dias","4) $20.001 a $35.000",13,329647.65,329647.65,54,15,39,10,5,0,0,39,0,0,0,5
OEST,135,2025-01-06,2027-01-06,506,"6) Mayor a 360 dias","5) $35.001 a $50.000",5,207600.00,207600.00,9,2,7,0,1,1,0,7,0,0,0,7
OEST,135,2025-01-06,2027-01-06,506,"6) Mayor a 360 dias","6) $50.001 a $100.000",1,53900.00,53900.00,3,2,1,0,1,0,1,1,0,0,0,10
