entidad,codigo_adjudicacion,fecha_adjudicacion,fecha_finalizacion,plazo_gestion,tramo_gestion,rango_deuda,casos_activos_abiertos,importe_asignado,importe_base_deuda,telefonos_total,telefonos_contactados,telefonos_sin_contacto,contactado_sin_llamada,contactado_1_a_3_intentos,contactado_4_a_6_intentos,contactado_mayor_6_intentos,sin_contacto_sin_llamada,sin_contacto_1_a_3_intentos,sin_contacto_4_a_6_intentos,sin_contacto_mayor_6_intentos,llamadas_total
AYSJ,250801,2025-08-12,2030-08-11,288,"5) 181 a 360 dias","1) MENOR A $5.000",150,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0
AYSJ,260501,2026-05-22,2031-05-21,5,"1) 0 a 30 dias","1) MENOR A $5.000",141,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0
CVIA,260501,2026-04-30,2026-08-28,27,"1) 0 a 30 dias","1) MENOR A $5.000",16,76784.02,76784.02,26,10,16,10,0,0,0,16,0,0,0,0
CVIA,260501,2026-04-30,2026-08-28,27,"1) 0 a 30 dias","2) $5.001 a $10.000",8,56899.58,56899.58,10,9,1,9,0,0,0,1,0,0,0,0
CVIA,260501,2026-04-30,2026-08-28,27,"1) 0 a 30 dias","3) $10.001 a $20.000",16,230859.83,230859.83,27,21,6,21,0,0,0,6,0,0,0,0
DRPW,260519,2026-05-19,2026-06-06,8,"1) 0 a 30 dias","4) $20.001 a $35.000",3,98825.61,98825.61,7,1,6,0,1,0,0,6,0,0,0,1
DRPW,260519,2026-05-19,2026-06-06,8,"1) 0 a 30 dias","5) $35.001 a $50.000",107,4903172.67,4903172.67,186,42,144,4,22,16,0,144,0,0,0,118
DRPW,260519,2026-05-19,2026-06-06,8,"1) 0 a 30 dias","6) $50.001 a $100.000",2913,209488797.24,209488797.24,4929,1167,3762,119,803,245,0,3761,1,0,0,2801
DRPW,260519,2026-05-19,2026-06-06,8,"1) 0 a 30 dias","7) $100.001 a $500.000",3411,600002192.34,600002192.34,6286,1313,4973,128,822,363,0,4973,0,0,0,3213
DRPW,260519,2026-05-19,2026-06-06,8,"1) 0 a 30 dias","8) >$500.000",3,1624789.08,1624789.08,4,1,3,0,1,0,0,3,0,0,0,2
DRTV,260203,2026-02-03,2026-06-03,113,"4) 91 a 180 dias","1) MENOR A $5.000",8,17459.41,17459.41,14,7,7,7,0,0,0,7,0,0,0,0
DRTV,260203,2026-02-03,2026-06-03,113,"4) 91 a 180 dias","2) $5.001 a $10.000",13,103188.64,103188.64,19,9,10,0,9,0,0,10,0,0,0,24
DRTV,260203,2026-02-03,2026-06-03,113,"4) 91 a 180 dias","3) $10.001 a $20.000",25,389225.99,389225.99,46,18,28,0,3,3,12,28,0,0,0,134
DRTV,260203,2026-02-03,2026-06-03,113,"4) 91 a 180 dias","4) $20.001 a $35.000",135,3824500.83,3824500.83,216,90,126,1,5,12,72,124,0,0,2,987
DRTV,260203,2026-02-03,2026-06-03,113,"4) 91 a 180 dias","5) $35.001 a $50.000",530,22403738.85,22403738.85,722,298,424,3,8,27,260,399,8,9,8,3637
DRTV,260203,2026-02-03,2026-06-03,113,"4) 91 a 180 dias","6) $50.001 a $100.000",1451,106310359.44,106310359.44,2079,801,1278,8,44,82,667,1208,9,29,32,9344
DRTV,260203,2026-02-03,2026-06-03,113,"4) 91 a 180 dias","7) $100.001 a $500.000",1063,153406827.68,153406827.68,1670,599,1071,4,34,41,520,1016,9,27,19,7225
DRTV,260303,2026-03-03,2026-07-01,85,"3) 61 a 90 dias","1) MENOR A $5.000",17,41969.10,41969.10,34,18,16,18,0,0,0,16,0,0,0,0
DRTV,260303,2026-03-03,2026-07-01,85,"3) 61 a 90 dias","2) $5.001 a $10.000",12,88069.15,88069.15,21,9,12,0,2,7,0,12,0,0,0,36
DRTV,260303,2026-03-03,2026-07-01,85,"3) 61 a 90 dias","3) $10.001 a $20.000",31,466689.50,466689.50,56,23,33,0,1,8,14,24,9,0,0,177
DRTV,260303,2026-03-03,2026-07-01,85,"3) 61 a 90 dias","4) $20.001 a $35.000",110,3144080.63,3144080.63,173,66,107,1,3,4,58,69,35,3,0,749
DRTV,260303,2026-03-03,2026-07-01,85,"3) 61 a 90 dias","5) $35.001 a $50.000",548,24042605.90,24042605.90,881,314,567,3,20,26,265,311,247,9,0,3614
DRTV,260303,2026-03-03,2026-07-01,85,"3) 61 a 90 dias","6) $50.001 a $100.000",1794,131501062.73,131501062.73,2993,1111,1882,13,71,123,904,1092,754,36,0,12244
DRTV,260303,2026-03-03,2026-07-01,85,"3) 61 a 90 dias","7) $100.001 a $500.000",1452,215093700.07,215093700.07,2724,1035,1689,9,68,129,829,978,684,27,0,10916
DRTV,260402,2026-04-02,2026-07-31,55,"2) 31 a 60 dias","1) MENOR A $5.000",17,47442.83,47442.83,25,8,17,8,0,0,0,17,0,0,0,0
DRTV,260402,2026-04-02,2026-07-31,55,"2) 31 a 60 dias","2) $5.001 a $10.000",16,122793.81,122793.81,19,9,10,0,1,8,0,10,0,0,0,35
DRTV,260402,2026-04-02,2026-07-31,55,"2) 31 a 60 dias","3) $10.001 a $20.000",48,719966.70,719966.70,57,23,34,0,3,4,16,34,0,0,0,173
DRTV,260402,2026-04-02,2026-07-31,55,"2) 31 a 60 dias","4) $20.001 a $35.000",226,6580567.90,6580567.90,283,117,166,2,12,18,85,164,0,0,2,1119
DRTV,260402,2026-04-02,2026-07-31,55,"2) 31 a 60 dias","5) $35.001 a $50.000",952,42075181.75,42075181.75,924,348,576,6,24,51,267,568,0,0,8,3371
DRTV,260402,2026-04-02,2026-07-31,55,"2) 31 a 60 dias","6) $50.001 a $100.000",2641,193605583.07,193605583.07,2792,1098,1694,16,95,146,841,1672,0,0,22,10684
DRTV,260402,2026-04-02,2026-07-31,55,"2) 31 a 60 dias","7) $100.001 a $500.000",2270,338310160.67,338310160.67,2811,1022,1789,15,109,131,767,1768,1,1,19,9485
DRTV,260505,2026-05-05,2026-09-02,22,"1) 0 a 30 dias","1) MENOR A $5.000",11,26451.33,26451.33,19,4,15,4,0,0,0,15,0,0,0,0
DRTV,260505,2026-05-05,2026-09-02,22,"1) 0 a 30 dias","2) $5.001 a $10.000",12,92218.59,92218.59,14,4,10,2,2,0,0,10,0,0,0,6
DRTV,260505,2026-05-05,2026-09-02,22,"1) 0 a 30 dias","3) $10.001 a $20.000",38,584812.89,584812.89,48,16,32,7,6,2,1,32,0,0,0,31
DRTV,260505,2026-05-05,2026-09-02,22,"1) 0 a 30 dias","4) $20.001 a $35.000",124,3638404.64,3638404.64,135,63,72,26,17,9,11,72,0,0,0,176
DRTV,260505,2026-05-05,2026-09-02,22,"1) 0 a 30 dias","5) $35.001 a $50.000",737,32840265.28,32840265.28,712,255,457,141,58,26,30,454,3,0,0,536
DRTV,260505,2026-05-05,2026-09-02,22,"1) 0 a 30 dias","6) $50.001 a $100.000",2479,178684137.55,178684137.55,2465,871,1594,483,200,68,120,1581,13,0,0,1855
DRTV,260505,2026-05-05,2026-09-02,22,"1) 0 a 30 dias","7) $100.001 a $500.000",1829,272420603.09,272420603.09,2173,728,1445,360,205,44,119,1431,14,0,0,1716
DRTW,260203,2026-02-03,2026-06-03,113,"4) 91 a 180 dias","1) MENOR A $5.000",11,37348.27,37348.27,23,12,11,12,0,0,0,11,0,0,0,0
DRTW,260203,2026-02-03,2026-06-03,113,"4) 91 a 180 dias","2) $5.001 a $10.000",7,49353.45,49353.45,20,10,10,9,1,0,0,10,0,0,0,1
DRTW,260203,2026-02-03,2026-06-03,113,"4) 91 a 180 dias","3) $10.001 a $20.000",19,320828.95,320828.95,45,22,23,0,8,7,7,12,11,0,0,128
DRTW,260203,2026-02-03,2026-06-03,113,"4) 91 a 180 dias","4) $20.001 a $35.000",99,2980064.01,2980064.01,180,86,94,4,3,7,72,60,32,2,0,992
DRTW,260203,2026-02-03,2026-06-03,113,"4) 91 a 180 dias","5) $35.001 a $50.000",610,27982391.70,27982391.70,1044,412,632,9,37,32,334,401,228,3,0,4631
DRTW,260203,2026-02-03,2026-06-03,113,"4) 91 a 180 dias","6) $50.001 a $100.000",1898,139399969.20,139399969.20,3343,1369,1974,23,89,118,1139,1279,668,25,2,15925
DRTW,260203,2026-02-03,2026-06-03,113,"4) 91 a 180 dias","7) $100.001 a $500.000",1694,258822600.66,258822600.66,3339,1337,2002,21,85,123,1108,1416,548,27,11,15773
DRTW,260203,2026-02-03,2026-06-03,113,"4) 91 a 180 dias","8) >$500.000",7,4437702.63,4437702.63,12,4,8,0,0,0,4,6,2,0,0,53
DRTW,260303,2026-03-03,2026-07-01,85,"3) 61 a 90 dias","1) MENOR A $5.000",11,32802.19,32802.19,25,8,17,2,6,0,0,17,0,0,0,9
DRTW,260303,2026-03-03,2026-07-01,85,"3) 61 a 90 dias","2) $5.001 a $10.000",8,60856.33,60856.33,9,4,5,0,4,0,0,5,0,0,0,8
DRTW,260303,2026-03-03,2026-07-01,85,"3) 61 a 90 dias","3) $10.001 a $20.000",31,482463.92,482463.92,52,23,29,1,7,4,11,12,15,2,0,167
DRTW,260303,2026-03-03,2026-07-01,85,"3) 61 a 90 dias","4) $20.001 a $35.000",65,1962394.76,1962394.76,128,49,79,0,0,5,44,48,30,1,0,615
DRTW,260303,2026-03-03,2026-07-01,85,"3) 61 a 90 dias","5) $35.001 a $50.000",458,21339096.22,21339096.22,761,306,455,0,21,32,253,216,224,13,2,3721
DRTW,260303,2026-03-03,2026-07-01,85,"3) 61 a 90 dias","6) $50.001 a $100.000",1849,134249312.87,134249312.87,3263,1320,1943,18,75,149,1078,995,858,85,5,16093
DRTW,260303,2026-03-03,2026-07-01,85,"3) 61 a 90 dias","7) $100.001 a $500.000",1840,285785967.56,285785967.56,3642,1440,2202,25,87,172,1156,1161,884,150,7,17673
DRTW,260402,2026-04-02,2026-07-31,55,"2) 31 a 60 dias","1) MENOR A $5.000",16,48885.01,48885.01,26,10,16,3,6,1,0,16,0,0,0,13
DRTW,260402,2026-04-02,2026-07-31,55,"2) 31 a 60 dias","2) $5.001 a $10.000",14,104243.06,104243.06,27,13,14,0,10,3,0,14,0,0,0,28
DRTW,260402,2026-04-02,2026-07-31,55,"2) 31 a 60 dias","3) $10.001 a $20.000",54,858619.46,858619.46,106,41,65,0,5,10,26,43,18,4,0,355
DRTW,260402,2026-04-02,2026-07-31,55,"2) 31 a 60 dias","4) $20.001 a $35.000",89,2502416.23,2502416.23,184,80,104,6,4,14,56,79,19,6,0,764
DRTW,260402,2026-04-02,2026-07-31,55,"2) 31 a 60 dias","5) $35.001 a $50.000",1036,49494375.06,49494375.06,1811,610,1201,27,37,73,473,790,379,31,1,6822
DRTW,260402,2026-04-02,2026-07-31,55,"2) 31 a 60 dias","6) $50.001 a $100.000",2894,199100959.15,199100959.15,5015,1753,3262,82,108,212,1351,2073,1055,128,6,19518
DRTW,260402,2026-04-02,2026-07-31,55,"2) 31 a 60 dias","7) $100.001 a $500.000",2298,366638650.60,366638650.60,4479,1623,2856,68,105,220,1230,2075,586,188,7,17999
DRTW,260505,2026-05-05,2026-09-02,22,"1) 0 a 30 dias","1) MENOR A $5.000",7,27472.97,27472.97,14,4,10,4,0,0,0,10,0,0,0,0
DRTW,260505,2026-05-05,2026-09-02,22,"1) 0 a 30 dias","2) $5.001 a $10.000",14,102209.24,102209.24,26,8,18,8,0,0,0,18,0,0,0,0
DRTW,260505,2026-05-05,2026-09-02,22,"1) 0 a 30 dias","3) $10.001 a $20.000",32,483399.96,483399.96,63,26,37,1,6,14,5,37,0,0,0,129
DRTW,260505,2026-05-05,2026-09-02,22,"1) 0 a 30 dias","4) $20.001 a $35.000",48,1326952.34,1326952.34,96,35,61,0,5,7,23,61,0,0,0,260
DRTW,260505,2026-05-05,2026-09-02,22,"1) 0 a 30 dias","5) $35.001 a $50.000",143,6255661.40,6255661.40,274,114,160,6,21,21,66,159,0,1,0,751
DRTW,260505,2026-05-05,2026-09-02,22,"1) 0 a 30 dias","6) $50.001 a $100.000",1819,130719543.12,130719543.12,3447,1150,2297,75,142,185,748,2241,36,20,0,8448
DRTW,260505,2026-05-05,2026-09-02,22,"1) 0 a 30 dias","7) $100.001 a $500.000",2084,357555509.77,357555509.77,4162,1362,2800,32,145,245,940,2739,44,13,4,10540
DRTW,260505,2026-05-05,2026-09-02,22,"1) 0 a 30 dias","8) >$500.000",2,1190971.34,1190971.34,3,1,2,0,0,0,1,2,0,0,0,9
MEL0,260401,2026-04-01,2026-05-31,56,"2) 31 a 60 dias","1) MENOR A $5.000",84,237581.12,237581.12,168,47,121,45,2,0,0,121,0,0,0,3
MEL0,260401,2026-04-01,2026-05-31,56,"2) 31 a 60 dias","2) $5.001 a $10.000",286,2269755.72,2269755.72,482,181,301,141,22,18,0,297,2,2,0,126
MEL0,260401,2026-04-01,2026-05-31,56,"2) 31 a 60 dias","3) $10.001 a $20.000",1522,24693382.34,24693382.34,2754,1019,1735,806,92,121,0,1711,23,1,0,679
MEL0,260401,2026-04-01,2026-05-31,56,"2) 31 a 60 dias","4) $20.001 a $35.000",2900,74545374.21,74545374.21,5081,1938,3143,1440,257,241,0,2994,146,3,0,1659
MEL0,260401,2026-04-01,2026-05-31,56,"2) 31 a 60 dias","5) $35.001 a $50.000",3429,154610669.19,154610669.19,5456,1906,3550,1334,491,81,0,3275,274,1,0,1459
MEL0,260401,2026-04-01,2026-05-31,56,"2) 31 a 60 dias","6) $50.001 a $100.000",13227,793599889.90,793599889.90,21192,7368,13824,5668,1635,65,0,13176,643,5,0,3535
MEL0,260401,2026-04-01,2026-05-31,56,"2) 31 a 60 dias","7) $100.001 a $500.000",20,4206940.55,4206940.55,38,18,20,11,6,1,0,18,0,2,0,27
MEL0,260501,2026-05-01,2026-06-30,26,"1) 0 a 30 dias","1) MENOR A $5.000",2004,1340800.16,1340800.16,3130,601,2529,601,0,0,0,2529,0,0,0,0
MEL0,260501,2026-05-01,2026-06-30,26,"1) 0 a 30 dias","2) $5.001 a $10.000",1018,7920927.43,7920927.43,1511,331,1180,331,0,0,0,1180,0,0,0,0
MEL0,260501,2026-05-01,2026-06-30,26,"1) 0 a 30 dias","3) $10.001 a $20.000",5710,93645165.99,93645165.99,8676,2017,6659,2017,0,0,0,6659,0,0,0,0
MEL0,260501,2026-05-01,2026-06-30,26,"1) 0 a 30 dias","4) $20.001 a $35.000",8074,207336928.29,207336928.29,12715,3094,9621,3094,0,0,0,9621,0,0,0,0
MEL0,260501,2026-05-01,2026-06-30,26,"1) 0 a 30 dias","5) $35.001 a $50.000",5095,217481302.19,217481302.19,7667,2306,5361,2306,0,0,0,5361,0,0,0,0
MEL0,260501,2026-05-01,2026-06-30,26,"1) 0 a 30 dias","6) $50.001 a $100.000",40449,3054528288.19,3054528288.19,55316,19277,36039,19277,0,0,0,36039,0,0,0,0
MEL0,260501,2026-05-01,2026-06-30,26,"1) 0 a 30 dias","7) $100.001 a $500.000",18835,2155774833.70,2155774833.70,25144,8860,16284,8860,0,0,0,16284,0,0,0,0
MEL0,260501,2026-05-01,2026-06-30,26,"1) 0 a 30 dias","8) >$500.000",4,2344680.83,2344680.83,5,4,1,4,0,0,0,1,0,0,0,0
OEST,84,2023-01-04,2027-01-03,1239,"6) Mayor a 360 dias","1) MENOR A $5.000",1712,1054585.65,1054585.65,4374,1627,2747,1546,77,4,0,2747,0,0,0,110
OEST,84,2023-01-04,2027-01-03,1239,"6) Mayor a 360 dias","2) $5.001 a $10.000",35,216114.95,216114.95,76,33,43,7,26,0,0,43,0,0,0,31
OEST,84,2023-01-04,2027-01-03,1239,"6) Mayor a 360 dias","3) $10.001 a $20.000",8,111335.79,111335.79,18,10,8,2,8,0,0,8,0,0,0,14
OEST,84,2023-01-04,2027-01-03,1239,"6) Mayor a 360 dias","7) $100.001 a $500.000",1,212458.63,212458.63,13,7,6,1,2,4,0,0,6,0,0,37
OEST,86,2023-02-03,2027-02-02,1209,"6) Mayor a 360 dias","1) MENOR A $5.000",1449,862837.91,862837.91,3058,1133,1925,1115,17,1,0,1925,0,0,0,22
OEST,86,2023-02-03,2027-02-02,1209,"6) Mayor a 360 dias","2) $5.001 a $10.000",29,190279.10,190279.10,48,27,21,18,7,1,1,21,0,0,0,21
OEST,86,2023-02-03,2027-02-02,1209,"6) Mayor a 360 dias","3) $10.001 a $20.000",7,86682.51,86682.51,15,7,8,4,1,2,0,7,0,1,0,16
OEST,87,2023-02-03,2027-02-02,1209,"6) Mayor a 360 dias","1) MENOR A $5.000",514,307569.24,307569.24,1328,529,799,499,29,1,0,798,1,0,0,35
OEST,87,2023-02-03,2027-02-02,1209,"6) Mayor a 360 dias","2) $5.001 a $10.000",11,71610.83,71610.83,21,12,9,0,12,0,0,9,0,0,0,14
OEST,87,2023-02-03,2027-02-02,1209,"6) Mayor a 360 dias","3) $10.001 a $20.000",1,15313.41,15313.41,1,0,1,0,0,0,0,1,0,0,0,0
OEST,88,2023-03-03,2027-03-02,1181,"6) Mayor a 360 dias","1) MENOR A $5.000",284,385155.80,385155.80,430,151,279,136,15,0,0,279,0,0,0,19
OEST,88,2023-03-03,2027-03-02,1181,"6) Mayor a 360 dias","2) $5.001 a $10.000",27,189634.75,189634.75,104,30,74,7,22,1,0,74,0,0,0,36
OEST,88,2023-03-03,2027-03-02,1181,"6) Mayor a 360 dias","3) $10.001 a $20.000",7,87276.88,87276.88,9,5,4,0,5,0,0,4,0,0,0,7
OEST,88,2023-03-03,2027-03-02,1181,"6) Mayor a 360 dias","4) $20.001 a $35.000",1,33850.50,33850.50,4,1,3,0,1,0,0,3,0,0,0,1
OEST,89,2023-03-03,2027-03-02,1181,"6) Mayor a 360 dias","1) MENOR A $5.000",192,224734.80,224734.80,365,158,207,138,19,1,0,207,0,0,0,31
OEST,89,2023-03-03,2027-03-02,1181,"6) Mayor a 360 dias","2) $5.001 a $10.000",13,102008.73,102008.73,20,7,13,0,7,0,0,13,0,0,0,8
OEST,89,2023-03-03,2027-03-02,1181,"6) Mayor a 360 dias","3) $10.001 a $20.000",4,52875.63,52875.63,10,6,4,0,5,0,1,4,0,0,0,16
OEST,89,2023-03-03,2027-03-02,1181,"6) Mayor a 360 dias","4) $20.001 a $35.000",5,129147.17,129147.17,13,7,6,0,2,4,1,6,0,0,0,30
OEST,89,2023-03-03,2027-03-02,1181,"6) Mayor a 360 dias","5) $35.001 a $50.000",1,42454.45,42454.45,1,0,1,0,0,0,0,0,0,1,0,5
OEST,90,2023-04-04,2027-04-03,1149,"6) Mayor a 360 dias","1) MENOR A $5.000",414,445346.15,445346.15,751,271,480,251,20,0,0,479,1,0,0,23
OEST,90,2023-04-04,2027-04-03,1149,"6) Mayor a 360 dias","2) $5.001 a $10.000",24,162179.51,162179.51,52,19,33,3,15,1,0,33,0,0,0,21
OEST,90,2023-04-04,2027-04-03,1149,"6) Mayor a 360 dias","3) $10.001 a $20.000",7,95706.57,95706.57,10,5,5,1,4,0,0,5,0,0,0,5
OEST,90,2023-04-04,2027-04-03,1149,"6) Mayor a 360 dias","4) $20.001 a $35.000",5,128954.27,128954.27,6,4,2,1,3,0,0,2,0,0,0,4
OEST,90,2023-04-04,2027-04-03,1149,"6) Mayor a 360 dias","5) $35.001 a $50.000",1,43822.35,43822.35,1,0,1,0,0,0,0,1,0,0,0,0
OEST,91,2023-04-04,2027-04-03,1149,"6) Mayor a 360 dias","1) MENOR A $5.000",243,237774.59,237774.59,468,185,283,177,8,0,0,283,0,0,0,11
OEST,91,2023-04-04,2027-04-03,1149,"6) Mayor a 360 dias","2) $5.001 a $10.000",7,43250.87,43250.87,13,8,5,0,8,0,0,5,0,0,0,10
OEST,91,2023-04-04,2027-04-03,1149,"6) Mayor a 360 dias","3) $10.001 a $20.000",4,48514.99,48514.99,8,4,4,0,4,0,0,4,0,0,0,5
OEST,92,2023-05-03,2027-05-02,1120,"6) Mayor a 360 dias","1) MENOR A $5.000",404,443853.14,443853.14,667,304,363,276,28,0,0,363,0,0,0,32
OEST,92,2023-05-03,2027-05-02,1120,"6) Mayor a 360 dias","2) $5.001 a $10.000",26,173798.97,173798.97,36,17,19,0,17,0,0,19,0,0,0,19
OEST,92,2023-05-03,2027-05-02,1120,"6) Mayor a 360 dias","3) $10.001 a $20.000",5,63868.62,63868.62,5,3,2,0,3,0,0,2,0,0,0,3
OEST,92,2023-05-03,2027-05-02,1120,"6) Mayor a 360 dias","4) $20.001 a $35.000",1,31516.99,31516.99,1,0,1,0,0,0,0,1,0,0,0,0
OEST,92,2023-05-03,2027-05-02,1120,"6) Mayor a 360 dias","5) $35.001 a $50.000",1,42729.21,42729.21,1,1,0,0,0,1,0,0,0,0,0,4
OEST,93,2023-05-03,2027-05-02,1120,"6) Mayor a 360 dias","1) MENOR A $5.000",211,201802.57,201802.57,1676,638,1038,625,13,0,0,1038,0,0,0,16
OEST,93,2023-05-03,2027-05-02,1120,"6) Mayor a 360 dias","2) $5.001 a $10.000",11,70442.03,70442.03,30,14,16,1,13,0,0,16,0,0,0,14
OEST,93,2023-05-03,2027-05-02,1120,"6) Mayor a 360 dias","3) $10.001 a $20.000",1,10353.20,10353.20,1,0,1,0,0,0,0,1,0,0,0,0
OEST,94,2023-06-02,2027-06-01,1090,"6) Mayor a 360 dias","1) MENOR A $5.000",514,505400.34,505400.34,848,354,494,334,20,0,0,494,0,0,0,22
OEST,94,2023-06-02,2027-06-01,1090,"6) Mayor a 360 dias","2) $5.001 a $10.000",28,193408.22,193408.22,57,26,31,4,21,1,0,31,0,0,0,29
OEST,94,2023-06-02,2027-06-01,1090,"6) Mayor a 360 dias","3) $10.001 a $20.000",6,69725.87,69725.87,7,3,4,0,3,0,0,4,0,0,0,5
OEST,94,2023-06-02,2027-06-01,1090,"6) Mayor a 360 dias","5) $35.001 a $50.000",1,46358.50,46358.50,3,2,1,0,0,2,0,0,1,0,0,12
OEST,94,2023-06-02,2027-06-01,1090,"6) Mayor a 360 dias","6) $50.001 a $100.000",1,92844.48,92844.48,4,2,2,0,1,1,0,1,1,0,0,7
OEST,95,2023-06-02,2027-06-01,1090,"6) Mayor a 360 dias","1) MENOR A $5.000",222,192554.99,192554.99,452,216,236,206,9,1,0,236,0,0,0,14
OEST,95,2023-06-02,2027-06-01,1090,"6) Mayor a 360 dias","2) $5.001 a $10.000",8,50367.10,50367.10,14,6,8,0,6,0,0,8,0,0,0,7
OEST,95,2023-06-02,2027-06-01,1090,"6) Mayor a 360 dias","3) $10.001 a $20.000",3,42552.62,42552.62,4,1,3,0,0,1,0,3,0,0,0,4
OEST,95,2023-06-02,2027-06-01,1090,"6) Mayor a 360 dias","4) $20.001 a $35.000",1,32496.00,32496.00,1,0,1,0,0,0,0,1,0,0,0,0
OEST,96,2023-07-05,2027-07-04,1057,"6) Mayor a 360 dias","1) MENOR A $5.000",451,477354.17,477354.17,770,335,435,319,16,0,0,434,1,0,0,18
OEST,96,2023-07-05,2027-07-04,1057,"6) Mayor a 360 dias","2) $5.001 a $10.000",27,186079.92,186079.92,46,26,20,1,25,0,0,20,0,0,0,29
OEST,96,2023-07-05,2027-07-04,1057,"6) Mayor a 360 dias","3) $10.001 a $20.000",5,65233.23,65233.23,17,3,14,0,3,0,0,14,0,0,0,6
OEST,97,2023-07-05,2027-07-04,1057,"6) Mayor a 360 dias","1) MENOR A $5.000",193,169117.40,169117.40,351,172,179,164,8,0,0,179,0,0,0,9
OEST,97,2023-07-05,2027-07-04,1057,"6) Mayor a 360 dias","2) $5.001 a $10.000",6,42204.17,42204.17,16,11,5,0,11,0,0,5,0,0,0,13
OEST,97,2023-07-05,2027-07-04,1057,"6) Mayor a 360 dias","3) $10.001 a $20.000",2,24348.39,24348.39,3,0,3,0,0,0,0,3,0,0,0,0
OEST,98,2023-08-03,2027-08-02,1028,"6) Mayor a 360 dias","1) MENOR A $5.000",394,424492.49,424492.49,656,268,388,251,17,0,0,387,1,0,0,21
OEST,98,2023-08-03,2027-08-02,1028,"6) Mayor a 360 dias","2) $5.001 a $10.000",13,87548.53,87548.53,22,10,12,3,6,1,0,12,0,0,0,12
OEST,98,2023-08-03,2027-08-02,1028,"6) Mayor a 360 dias","3) $10.001 a $20.000",1,11037.15,11037.15,1,1,0,0,1,0,0,0,0,0,0,2
OEST,98,2023-08-03,2027-08-02,1028,"6) Mayor a 360 dias","5) $35.001 a $50.000",1,38867.00,38867.00,3,2,1,0,1,1,0,1,0,0,0,7
OEST,98,2023-08-03,2027-08-02,1028,"6) Mayor a 360 dias","7) $100.001 a $500.000",1,114094.79,114094.79,1,1,0,0,0,1,0,0,0,0,0,5
OEST,99,2023-08-03,2027-08-02,1028,"6) Mayor a 360 dias","1) MENOR A $5.000",253,220461.31,220461.31,478,235,243,228,7,0,0,243,0,0,0,8
OEST,99,2023-08-03,2027-08-02,1028,"6) Mayor a 360 dias","2) $5.001 a $10.000",7,40484.35,40484.35,18,12,6,3,9,0,0,6,0,0,0,9
OEST,99,2023-08-03,2027-08-02,1028,"6) Mayor a 360 dias","3) $10.001 a $20.000",1,17348.45,17348.45,4,2,2,0,2,0,0,2,0,0,0,4
OEST,99,2023-08-03,2027-08-02,1028,"6) Mayor a 360 dias","6) $50.001 a $100.000",1,60554.93,60554.93,0,0,0,0,0,0,0,0,0,0,0,0
OEST,100,2023-09-05,2027-09-04,995,"6) Mayor a 360 dias","1) MENOR A $5.000",487,540731.02,540731.02,770,303,467,283,20,0,0,467,0,0,0,22
OEST,100,2023-09-05,2027-09-04,995,"6) Mayor a 360 dias","2) $5.001 a $10.000",20,135666.51,135666.51,26,13,13,1,12,0,0,13,0,0,0,13
OEST,100,2023-09-05,2027-09-04,995,"6) Mayor a 360 dias","3) $10.001 a $20.000",7,88784.39,88784.39,11,6,5,0,6,0,0,5,0,0,0,7
OEST,101,2023-09-05,2027-09-04,995,"6) Mayor a 360 dias","1) MENOR A $5.000",200,157475.36,157475.36,373,181,192,172,8,1,0,192,0,0,0,13
OEST,101,2023-09-05,2027-09-04,995,"6) Mayor a 360 dias","2) $5.001 a $10.000",4,25894.07,25894.07,3,2,1,0,2,0,0,1,0,0,0,2
OEST,102,2023-10-04,2027-10-03,966,"6) Mayor a 360 dias","1) MENOR A $5.000",483,455033.51,455033.51,842,341,501,327,14,0,0,500,1,0,0,19
OEST,102,2023-10-04,2027-10-03,966,"6) Mayor a 360 dias","2) $5.001 a $10.000",17,119371.82,119371.82,21,7,14,1,6,0,0,14,0,0,0,7
OEST,102,2023-10-04,2027-10-03,966,"6) Mayor a 360 dias","3) $10.001 a $20.000",3,41946.00,41946.00,3,2,1,1,0,1,0,1,0,0,0,5
OEST,103,2023-10-04,2027-10-03,966,"6) Mayor a 360 dias","1) MENOR A $5.000",219,207914.15,207914.15,322,166,156,155,10,1,0,156,0,0,0,14
OEST,103,2023-10-04,2027-10-03,966,"6) Mayor a 360 dias","2) $5.001 a $10.000",8,49778.16,49778.16,11,5,6,0,5,0,0,6,0,0,0,5
OEST,103,2023-10-04,2027-10-03,966,"6) Mayor a 360 dias","4) $20.001 a $35.000",1,31763.69,31763.69,5,3,2,0,3,0,0,2,0,0,0,3
OEST,104,2023-11-02,2027-11-01,937,"6) Mayor a 360 dias","1) MENOR A $5.000",484,494921.92,494921.92,851,368,483,351,17,0,0,483,0,0,0,19
OEST,104,2023-11-02,2027-11-01,937,"6) Mayor a 360 dias","2) $5.001 a $10.000",20,134039.78,134039.78,43,19,24,0,19,0,0,24,0,0,0,24
OEST,104,2023-11-02,2027-11-01,937,"6) Mayor a 360 dias","3) $10.001 a $20.000",2,21198.99,21198.99,2,1,1,0,1,0,0,1,0,0,0,1
OEST,104,2023-11-02,2027-11-01,937,"6) Mayor a 360 dias","4) $20.001 a $35.000",3,85953.66,85953.66,3,3,0,0,3,0,0,0,0,0,0,3
