entidad,codigo_adjudicacion,fecha_adjudicacion,fecha_finalizacion,plazo_gestion,tramo_gestion,rango_deuda,casos_activos_abiertos,importe_asignado,importe_base_deuda,telefonos_total,telefonos_contactados,telefonos_sin_contacto,contactado_sin_llamada,contactado_1_a_3_intentos,contactado_4_a_6_intentos,contactado_mayor_6_intentos,sin_contacto_sin_llamada,sin_contacto_1_a_3_intentos,sin_contacto_4_a_6_intentos,sin_contacto_mayor_6_intentos,llamadas_total
AYSE,260708,2026-07-08,2026-08-24,36,2) 31 a 60 dias,1) MENOR A $5.000,40,79746.62,70880.09,63,12,51,12,0,0,0,51,0,0,0,0.0
AYSE,260708,2026-07-08,2026-08-24,36,2) 31 a 60 dias,2) $5.001 a $10.000,63,587006.86,518304.04,99,25,74,24,1,0,0,73,1,0,0,2.0
AYSE,260708,2026-07-08,2026-08-24,36,2) 31 a 60 dias,3) $10.001 a $20.000,234,4527194.9,3977753.36,381,88,293,9,25,3,51,272,4,0,17,1002.0
AYSE,260708,2026-07-08,2026-08-24,36,2) 31 a 60 dias,4) $20.001 a $35.000,334,10431747.46,9136645.34,541,126,415,13,31,6,76,379,7,3,26,1559.0
AYSE,260708,2026-07-08,2026-08-24,36,2) 31 a 60 dias,5) $35.001 a $50.000,294,13899464.76,12226279.01,512,121,391,28,21,6,66,362,6,1,22,1284.0
AYSE,260708,2026-07-08,2026-08-24,36,2) 31 a 60 dias,6) $50.001 a $100.000,465,37487389.53,32087967.51,873,197,676,29,44,12,112,618,17,4,37,2678.0
AYSE,260708,2026-07-08,2026-08-24,36,2) 31 a 60 dias,7) $100.001 a $500.000,273,56817316.99,47641407.57,605,186,419,46,42,20,78,380,12,4,23,2095.0
AYSE,260708,2026-07-08,2026-08-24,36,2) 31 a 60 dias,8) >$500.000,31,54723721.68,35660005.21,74,30,44,5,9,3,13,42,1,0,1,363.0
AYSE,260715,2026-07-15,2026-08-31,29,1) 0 a 30 dias,1) MENOR A $5.000,30,48413.17,45489.84,51,12,39,12,0,0,0,39,0,0,0,0.0
AYSE,260715,2026-07-15,2026-08-31,29,1) 0 a 30 dias,2) $5.001 a $10.000,46,435513.5,390619.95,69,18,51,16,2,0,0,48,3,0,0,5.0
AYSE,260715,2026-07-15,2026-08-31,29,1) 0 a 30 dias,3) $10.001 a $20.000,183,3421867.79,3023077.59,269,63,206,5,12,8,38,192,2,3,9,568.0
AYSE,260715,2026-07-15,2026-08-31,29,1) 0 a 30 dias,4) $20.001 a $35.000,230,7046873.62,6122537.3,394,95,299,8,31,11,45,264,13,1,21,865.0
AYSE,260715,2026-07-15,2026-08-31,29,1) 0 a 30 dias,5) $35.001 a $50.000,218,10094443.86,8862855.97,338,88,250,9,16,16,47,224,7,2,17,858.0
AYSE,260715,2026-07-15,2026-08-31,29,1) 0 a 30 dias,6) $50.001 a $100.000,224,17901565.18,15464444.48,378,96,282,9,32,17,38,241,8,3,30,1082.0
AYSE,260715,2026-07-15,2026-08-31,29,1) 0 a 30 dias,7) $100.001 a $500.000,194,44350341.12,37099888.82,365,129,236,20,34,11,64,202,10,3,21,1369.0
AYSE,260715,2026-07-15,2026-08-31,29,1) 0 a 30 dias,8) >$500.000,38,140003705.26,42223215.78,76,22,54,3,6,0,13,47,2,0,5,253.0
AYSE,260722,2026-07-22,2026-09-07,22,1) 0 a 30 dias,1) MENOR A $5.000,54,90321.99,83323.77,103,24,79,24,0,0,0,79,0,0,0,0.0
AYSE,260722,2026-07-22,2026-09-07,22,1) 0 a 30 dias,2) $5.001 a $10.000,67,634882.96,560563.4,109,26,83,25,1,0,0,83,0,0,0,1.0
AYSE,260722,2026-07-22,2026-09-07,22,1) 0 a 30 dias,3) $10.001 a $20.000,252,4684467.98,4082996.97,375,88,287,16,26,16,30,257,8,7,15,603.0
AYSE,260722,2026-07-22,2026-09-07,22,1) 0 a 30 dias,4) $20.001 a $35.000,418,12279280.76,10698607.86,657,151,506,15,39,34,63,465,17,4,20,1065.0
AYSE,260722,2026-07-22,2026-09-07,22,1) 0 a 30 dias,5) $35.001 a $50.000,338,15996734.78,13902505.2,575,144,431,21,42,27,54,394,15,3,19,923.0
AYSE,260722,2026-07-22,2026-09-07,22,1) 0 a 30 dias,6) $50.001 a $100.000,482,38972187.58,33672728.08,895,251,644,56,70,37,88,581,22,10,31,1501.0
AYSE,260722,2026-07-22,2026-09-07,22,1) 0 a 30 dias,7) $100.001 a $500.000,282,62084547.38,50925668.41,670,182,488,22,50,51,59,450,18,9,11,1084.0
AYSE,260722,2026-07-22,2026-09-07,22,1) 0 a 30 dias,8) >$500.000,43,70424229.52,58515525.47,99,44,55,8,8,12,16,51,2,1,1,227.0
AYSE,260729,2026-07-29,2026-09-14,15,1) 0 a 30 dias,1) MENOR A $5.000,89,159815.31,140584.2,149,46,103,46,0,0,0,103,0,0,0,0.0
AYSE,260729,2026-07-29,2026-09-14,15,1) 0 a 30 dias,2) $5.001 a $10.000,92,865387.84,768943.66,131,35,96,35,0,0,0,96,0,0,0,0.0
AYSE,260729,2026-07-29,2026-09-14,15,1) 0 a 30 dias,3) $10.001 a $20.000,388,7103875.96,6205696.39,598,142,456,35,72,35,0,428,15,13,0,372.0
AYSE,260729,2026-07-29,2026-09-14,15,1) 0 a 30 dias,4) $20.001 a $35.000,540,16082313.07,13849560.27,893,218,675,64,105,49,0,629,17,29,0,588.0
AYSE,260729,2026-07-29,2026-09-14,15,1) 0 a 30 dias,5) $35.001 a $50.000,359,17146274.36,14813474.94,652,170,482,45,83,42,0,456,11,15,0,441.0
AYSE,260729,2026-07-29,2026-09-14,15,1) 0 a 30 dias,6) $50.001 a $100.000,467,37315056.16,32198985.78,823,230,593,65,113,52,0,548,30,15,0,571.0
AYSE,260729,2026-07-29,2026-09-14,15,1) 0 a 30 dias,7) $100.001 a $500.000,284,62922730.05,51746003.64,552,165,387,55,62,44,4,347,27,13,0,484.0
AYSE,260729,2026-07-29,2026-09-14,15,1) 0 a 30 dias,8) >$500.000,35,63642530.43,52358064.09,267,86,181,54,18,10,4,175,3,3,0,128.0
AYSE,260805,2026-08-05,2026-09-21,8,1) 0 a 30 dias,1) MENOR A $5.000,108,250651.14,224636.21,194,41,153,41,0,0,0,153,0,0,0,0.0
AYSE,260805,2026-08-05,2026-09-21,8,1) 0 a 30 dias,2) $5.001 a $10.000,91,853671.96,751120.54,171,38,133,38,0,0,0,133,0,0,0,0.0
AYSE,260805,2026-08-05,2026-09-21,8,1) 0 a 30 dias,3) $10.001 a $20.000,474,8763450.39,7681506.49,762,202,560,133,68,1,0,528,32,0,0,104.0
AYSE,260805,2026-08-05,2026-09-21,8,1) 0 a 30 dias,4) $20.001 a $35.000,751,22051944.81,19401070.46,1146,279,867,172,107,0,0,812,55,0,0,163.0
AYSE,260805,2026-08-05,2026-09-21,8,1) 0 a 30 dias,5) $35.001 a $50.000,476,23504617.87,19866933.78,774,186,588,105,81,0,0,561,27,0,0,109.0
AYSE,260805,2026-08-05,2026-09-21,8,1) 0 a 30 dias,6) $50.001 a $100.000,631,50080783.42,43560357.68,1172,305,867,168,137,0,0,805,62,0,0,199.0
AYSE,260805,2026-08-05,2026-09-21,8,1) 0 a 30 dias,7) $100.001 a $500.000,338,73967092.89,61865345.91,732,204,528,103,101,0,0,490,38,0,0,139.0
AYSE,260805,2026-08-05,2026-09-21,8,1) 0 a 30 dias,8) >$500.000,53,106011813.6,89232909.99,111,31,80,16,15,0,0,79,1,0,0,16.0
AYSE,260812,2026-08-12,2026-09-28,1,1) 0 a 30 dias,1) MENOR A $5.000,170,238697.36,238697.36,316,0,316,0,0,0,0,316,0,0,0,0.0
AYSE,260812,2026-08-12,2026-09-28,1,1) 0 a 30 dias,2) $5.001 a $10.000,124,1053142.2,1053142.2,221,0,221,0,0,0,0,221,0,0,0,0.0
AYSE,260812,2026-08-12,2026-09-28,1,1) 0 a 30 dias,3) $10.001 a $20.000,445,7243272.92,7243272.92,754,0,754,0,0,0,0,754,0,0,0,0.0
AYSE,260812,2026-08-12,2026-09-28,1,1) 0 a 30 dias,4) $20.001 a $35.000,625,16119231.91,16119231.91,1054,0,1054,0,0,0,0,1054,0,0,0,0.0
AYSE,260812,2026-08-12,2026-09-28,1,1) 0 a 30 dias,5) $35.001 a $50.000,421,17480224.37,17480224.37,784,0,784,0,0,0,0,784,0,0,0,0.0
AYSE,260812,2026-08-12,2026-09-28,1,1) 0 a 30 dias,6) $50.001 a $100.000,586,40951385.41,40951385.41,1100,0,1100,0,0,0,0,1100,0,0,0,0.0
AYSE,260812,2026-08-12,2026-09-28,1,1) 0 a 30 dias,7) $100.001 a $500.000,357,62751863.96,62751863.96,794,0,794,0,0,0,0,794,0,0,0,0.0
AYSE,260812,2026-08-12,2026-09-28,1,1) 0 a 30 dias,8) >$500.000,46,71713982.92,71713982.92,123,0,123,0,0,0,0,123,0,0,0,0.0
AYSJ,230901,2023-09-01,2028-08-30,1077,6) Mayor a 360 dias,1) MENOR A $5.000,839,0.0,0.0,1021,458,563,453,4,1,0,563,0,0,0,8.0
AYSJ,231001,2023-10-24,2028-10-22,1024,6) Mayor a 360 dias,1) MENOR A $5.000,158,0.0,0.0,180,83,97,82,1,0,0,96,1,0,0,2.0
AYSJ,231201,2023-12-01,2028-11-29,986,6) Mayor a 360 dias,1) MENOR A $5.000,104,0.0,0.0,120,56,64,55,1,0,0,64,0,0,0,1.0
AYSJ,240101,2024-01-01,2028-12-30,955,6) Mayor a 360 dias,1) MENOR A $5.000,56,0.0,0.0,39,20,19,20,0,0,0,19,0,0,0,0.0
AYSJ,240701,2024-07-18,2029-07-17,756,6) Mayor a 360 dias,1) MENOR A $5.000,84,0.0,0.0,6,0,6,0,0,0,0,6,0,0,0,0.0
AYSJ,240722,2024-07-22,2029-07-21,752,6) Mayor a 360 dias,1) MENOR A $5.000,1100,0.0,0.0,833,30,803,30,0,0,0,802,1,0,0,1.0
AYSJ,241201,2024-12-01,2029-11-30,620,6) Mayor a 360 dias,1) MENOR A $5.000,23,0.0,0.0,25,1,24,1,0,0,0,24,0,0,0,0.0
AYSJ,250526,2025-05-26,2030-05-25,444,6) Mayor a 360 dias,1) MENOR A $5.000,95,0.0,0.0,79,4,75,4,0,0,0,75,0,0,0,0.0
AYSJ,250801,2025-08-12,2030-08-11,366,6) Mayor a 360 dias,1) MENOR A $5.000,150,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0
AYSJ,260501,2026-05-22,2031-05-21,83,3) 61 a 90 dias,1) MENOR A $5.000,145,0.0,0.0,140,0,140,0,0,0,0,140,0,0,0,0.0
CVBA,260610,2026-06-10,2026-10-08,64,3) 61 a 90 dias,1) MENOR A $5.000,1,0.0,0.0,4,0,4,0,0,0,0,4,0,0,0,0.0
CVBA,260610,2026-06-10,2026-10-08,64,3) 61 a 90 dias,7) $100.001 a $500.000,254,107694676.48,107694676.48,209,39,170,4,17,7,11,81,36,11,42,677.0
CVBA,260610,2026-06-10,2026-10-08,64,3) 61 a 90 dias,8) >$500.000,902,1469048255.22,1469048255.22,845,230,615,18,109,26,77,220,221,31,143,3027.0
CVIA,260501,2026-04-30,2026-08-28,105,4) 91 a 180 dias,1) MENOR A $5.000,15,71816.74,71816.74,25,9,16,2,1,5,1,15,1,0,0,40.0
CVIA,260501,2026-04-30,2026-08-28,105,4) 91 a 180 dias,2) $5.001 a $10.000,7,51702.08,51702.08,9,8,1,0,2,5,1,1,0,0,0,36.0
CVIA,260501,2026-04-30,2026-08-28,105,4) 91 a 180 dias,3) $10.001 a $20.000,17,247836.23,247836.23,25,19,6,4,8,6,1,6,0,0,0,56.0
CVIA,0001,2026-06-16,2026-10-14,58,2) 31 a 60 dias,1) MENOR A $5.000,606,2835700.64,2835700.64,1199,458,741,83,243,118,14,664,55,20,2,1448.0
CVIA,0001,2026-06-16,2026-10-14,58,2) 31 a 60 dias,2) $5.001 a $10.000,2995,21162125.05,21162125.05,5937,2182,3755,364,1034,623,161,3381,228,121,25,7930.0
CVIA,0001,2026-06-16,2026-10-14,58,2) 31 a 60 dias,3) $10.001 a $20.000,3451,51145697.43,51145697.43,6908,2823,4085,363,1425,789,246,3710,231,121,23,10464.0
CVIA,0001,2026-06-16,2026-10-14,58,2) 31 a 60 dias,4) $20.001 a $35.000,2466,64740700.34,64740700.34,4959,2005,2954,217,854,675,259,2674,164,90,26,8378.0
CVIA,0001,2026-06-16,2026-10-14,58,2) 31 a 60 dias,5) $35.001 a $50.000,1095,45767684.53,45767684.53,2160,873,1287,86,358,253,176,1167,60,48,12,4046.0
CVIA,0001,2026-06-16,2026-10-14,58,2) 31 a 60 dias,6) $50.001 a $100.000,1539,107970025.41,107970025.41,3035,1222,1813,79,317,423,403,1633,73,74,33,6718.0
CVIA,0001,2026-06-16,2026-10-14,58,2) 31 a 60 dias,7) $100.001 a $500.000,991,170679221.05,170679221.05,1986,865,1121,36,151,338,340,992,46,58,25,5141.0
CVIA,0001,2026-06-16,2026-10-14,58,2) 31 a 60 dias,8) >$500.000,39,59672690.31,59672690.31,87,40,47,7,5,9,19,36,4,4,3,249.0
CVIA,0002,2026-06-16,2026-10-14,58,2) 31 a 60 dias,1) MENOR A $5.000,6833,21376180.36,21376180.36,13381,4923,8458,2824,1795,273,31,7969,413,70,6,6265.0
CVIA,0002,2026-06-16,2026-10-14,58,2) 31 a 60 dias,2) $5.001 a $10.000,4684,34139903.15,34139903.15,9591,3771,5820,2445,1144,169,13,5596,181,39,4,3784.0
CVIA,0002,2026-06-16,2026-10-14,58,2) 31 a 60 dias,3) $10.001 a $20.000,1542,18367961.8,18367961.8,3052,1191,1861,351,670,154,16,1709,108,41,3,2638.0
CVIA,0003,2026-06-16,2026-10-14,58,2) 31 a 60 dias,1) MENOR A $5.000,17022,41493801.75,41493801.75,23561,9151,14410,9140,11,0,0,14410,0,0,0,11.0
CVIA,0003,2026-06-16,2026-10-14,58,2) 31 a 60 dias,2) $5.001 a $10.000,1535,8562130.95,8562130.95,2089,811,1278,811,0,0,0,1278,0,0,0,0.0
CVIA,0004,2026-06-16,2026-10-14,58,2) 31 a 60 dias,1) MENOR A $5.000,24765,33529982.88,33529982.88,146782,123080,23702,123080,0,0,0,23702,0,0,0,0.0
CVIA,0005,2026-06-16,2026-10-14,58,2) 31 a 60 dias,1) MENOR A $5.000,32562,23443216.24,23443216.24,44810,14228,30582,14228,0,0,0,30582,0,0,0,0.0
CVIA,0006,2026-06-16,2026-10-14,58,2) 31 a 60 dias,1) MENOR A $5.000,40074,8204190.26,8204190.26,55635,19830,35805,19830,0,0,0,35805,0,0,0,0.0
CVIA,0007,2026-06-16,2026-10-14,58,2) 31 a 60 dias,1) MENOR A $5.000,43229,2841930.58,2841930.58,60143,11027,49116,11027,0,0,0,49116,0,0,0,0.0
DRTV,260505,2026-05-05,2026-09-02,100,4) 91 a 180 dias,1) MENOR A $5.000,11,26451.33,26451.33,34,6,28,6,0,0,0,28,0,0,0,0.0
DRTV,260505,2026-05-05,2026-09-02,100,4) 91 a 180 dias,2) $5.001 a $10.000,11,84088.59,84088.59,17,2,15,1,1,0,0,15,0,0,0,3.0
DRTV,260505,2026-05-05,2026-09-02,100,4) 91 a 180 dias,3) $10.001 a $20.000,35,531302.89,531302.89,56,12,44,6,3,3,0,44,0,0,0,23.0
DRTV,260505,2026-05-05,2026-09-02,100,4) 91 a 180 dias,4) $20.001 a $35.000,117,3410597.82,3410597.82,183,64,119,13,25,5,21,115,4,0,0,379.0
DRTV,260505,2026-05-05,2026-09-02,100,4) 91 a 180 dias,5) $35.001 a $50.000,716,31894764.84,31894764.84,1021,305,716,62,153,17,73,698,11,4,3,1370.0
DRTV,260505,2026-05-05,2026-09-02,100,4) 91 a 180 dias,6) $50.001 a $100.000,2421,174418932.74,174418932.74,3465,1029,2436,45,631,87,266,2376,49,7,4,5294.0
DRTV,260505,2026-05-05,2026-09-02,100,4) 91 a 180 dias,7) $100.001 a $500.000,1795,267577554.4,267577554.4,3017,877,2140,32,557,71,217,2076,34,18,12,4637.0
DRTV,260602,2026-06-02,2026-09-30,72,3) 61 a 90 dias,1) MENOR A $5.000,17,44653.68,44653.68,31,6,25,6,0,0,0,25,0,0,0,0.0
DRTV,260602,2026-06-02,2026-09-30,72,3) 61 a 90 dias,2) $5.001 a $10.000,9,72156.57,72156.57,19,7,12,7,0,0,0,12,0,0,0,0.0
DRTV,260602,2026-06-02,2026-09-30,72,3) 61 a 90 dias,3) $10.001 a $20.000,39,624283.92,624283.92,68,19,49,14,4,0,1,48,1,0,0,16.0
DRTV,260602,2026-06-02,2026-09-30,72,3) 61 a 90 dias,4) $20.001 a $35.000,140,4161789.97,4161789.97,256,72,184,3,45,14,10,181,3,0,0,229.0
DRTV,260602,2026-06-02,2026-09-30,72,3) 61 a 90 dias,5) $35.001 a $50.000,855,39136272.07,39136272.07,1259,423,836,17,301,61,44,818,13,5,0,1137.0
DRTV,260602,2026-06-02,2026-09-30,72,3) 61 a 90 dias,6) $50.001 a $100.000,2428,178349613.37,178349613.37,3749,1183,2566,10,838,174,161,2512,39,9,6,3701.0
DRTV,260602,2026-06-02,2026-09-30,72,3) 61 a 90 dias,7) $100.001 a $500.000,2098,325336863.49,325336863.49,3600,1111,2489,10,742,172,187,2433,44,10,2,3813.0
DRTV,260602,2026-06-02,2026-09-30,72,3) 61 a 90 dias,8) >$500.000,2,1032048.18,1032048.18,1,1,0,0,0,0,1,0,0,0,0,9.0
DRTV,260702,2026-07-02,2026-10-30,42,2) 31 a 60 dias,1) MENOR A $5.000,9,25402.89,25402.89,18,5,13,5,0,0,0,13,0,0,0,0.0
DRTV,260702,2026-07-02,2026-10-30,42,2) 31 a 60 dias,2) $5.001 a $10.000,7,53043.64,53043.64,12,5,7,4,1,0,0,7,0,0,0,1.0
DRTV,260702,2026-07-02,2026-10-30,42,2) 31 a 60 dias,3) $10.001 a $20.000,27,425385.32,425385.32,47,10,37,3,6,1,0,37,0,0,0,18.0
DRTV,260702,2026-07-02,2026-10-30,42,2) 31 a 60 dias,4) $20.001 a $35.000,57,1625152.54,1625152.54,82,26,56,0,13,10,3,45,9,2,0,121.0
DRTV,260702,2026-07-02,2026-10-30,42,2) 31 a 60 dias,5) $35.001 a $50.000,444,20625185.15,20625185.15,631,187,444,9,117,31,30,333,79,32,0,822.0
DRTV,260702,2026-07-02,2026-10-30,42,2) 31 a 60 dias,6) $50.001 a $100.000,1863,136719937.61,136719937.61,2853,816,2037,14,349,258,195,1431,416,186,4,5473.0
DRTV,260702,2026-07-02,2026-10-30,42,2) 31 a 60 dias,7) $100.001 a $500.000,1880,297006640.23,297006640.23,3197,905,2292,14,277,349,265,1747,344,196,5,6454.0
DRTV,260702,2026-07-02,2026-10-30,42,2) 31 a 60 dias,8) >$500.000,2,1194573.77,1194573.77,4,2,2,0,0,2,0,2,0,0,0,11.0
DRTV,260804,2026-08-04,2026-12-02,9,1) 0 a 30 dias,1) MENOR A $5.000,7,24821.04,24821.04,19,4,15,4,0,0,0,15,0,0,0,0.0
DRTV,260804,2026-08-04,2026-12-02,9,1) 0 a 30 dias,2) $5.001 a $10.000,11,77210.58,77210.58,19,9,10,9,0,0,0,10,0,0,0,0.0
DRTV,260804,2026-08-04,2026-12-02,9,1) 0 a 30 dias,3) $10.001 a $20.000,37,583889.25,583889.25,72,21,51,21,0,0,0,51,0,0,0,0.0
DRTV,260804,2026-08-04,2026-12-02,9,1) 0 a 30 dias,4) $20.001 a $35.000,58,1646991.95,1646991.95,94,37,57,16,21,0,0,55,2,0,0,29.0
DRTV,260804,2026-08-04,2026-12-02,9,1) 0 a 30 dias,5) $35.001 a $50.000,580,27713659.43,27713659.43,938,262,676,109,153,0,0,667,9,0,0,184.0
DRTV,260804,2026-08-04,2026-12-02,9,1) 0 a 30 dias,6) $50.001 a $100.000,1750,119582583.26,119582583.26,2719,744,1975,116,578,50,0,1932,43,0,0,1752.0
DRTV,260804,2026-08-04,2026-12-02,9,1) 0 a 30 dias,7) $100.001 a $500.000,1434,233228050.84,233228050.84,2560,693,1867,120,493,80,0,1837,30,0,0,1628.0
DRTV,260804,2026-08-04,2026-12-02,9,1) 0 a 30 dias,8) >$500.000,2,1238772.52,1238772.52,2,0,2,0,0,0,0,2,0,0,0,0.0
DRTW,260505,2026-05-05,2026-09-02,100,4) 91 a 180 dias,1) MENOR A $5.000,3,9827.97,9827.97,5,0,5,0,0,0,0,5,0,0,0,0.0
DRTW,260505,2026-05-05,2026-09-02,100,4) 91 a 180 dias,2) $5.001 a $10.000,8,57325.01,57325.01,14,3,11,2,1,0,0,11,0,0,0,1.0
DRTW,260505,2026-05-05,2026-09-02,100,4) 91 a 180 dias,3) $10.001 a $20.000,17,258783.56,258783.56,37,14,23,0,3,9,2,17,6,0,0,79.0
DRTW,260505,2026-05-05,2026-09-02,100,4) 91 a 180 dias,4) $20.001 a $35.000,23,637634.67,637634.67,44,12,32,0,2,1,9,21,11,0,0,158.0
DRTW,260505,2026-05-05,2026-09-02,100,4) 91 a 180 dias,5) $35.001 a $50.000,104,4570583.49,4570583.49,232,78,154,1,10,12,55,110,40,1,3,1093.0
DRTW,260505,2026-05-05,2026-09-02,100,4) 91 a 180 dias,6) $50.001 a $100.000,1580,113465533.01,113465533.01,3154,1048,2106,59,95,111,783,1197,848,18,43,14946.0
DRTW,260505,2026-05-05,2026-09-02,100,4) 91 a 180 dias,7) $100.001 a $500.000,1836,318450633.29,318450633.29,3880,1235,2645,21,105,134,975,1738,841,11,55,18976.0
DRTW,260505,2026-05-05,2026-09-02,100,4) 91 a 180 dias,8) >$500.000,2,1190971.34,1190971.34,3,1,2,0,0,0,1,0,2,0,0,12.0
DRTW,260602,2026-06-02,2026-09-30,72,3) 61 a 90 dias,1) MENOR A $5.000,9,26389.32,26389.32,17,5,12,4,1,0,0,12,0,0,0,1.0
DRTW,260602,2026-06-02,2026-09-30,72,3) 61 a 90 dias,2) $5.001 a $10.000,7,53161.9,53161.9,11,2,9,1,1,0,0,9,0,0,0,2.0
DRTW,260602,2026-06-02,2026-09-30,72,3) 61 a 90 dias,3) $10.001 a $20.000,21,325268.99,325268.99,41,13,28,10,3,0,0,22,6,0,0,9.0
DRTW,260602,2026-06-02,2026-09-30,72,3) 61 a 90 dias,4) $20.001 a $35.000,63,1715529.57,1715529.57,132,42,90,2,5,15,20,49,39,2,0,441.0
DRTW,260602,2026-06-02,2026-09-30,72,3) 61 a 90 dias,5) $35.001 a $50.000,96,4253120.33,4253120.33,206,62,144,0,15,19,28,77,58,9,0,662.0
DRTW,260602,2026-06-02,2026-09-30,72,3) 61 a 90 dias,6) $50.001 a $100.000,1451,103823741.35,103823741.35,2720,865,1855,50,183,301,331,887,886,82,0,8336.0
DRTW,260602,2026-06-02,2026-09-30,72,3) 61 a 90 dias,7) $100.001 a $500.000,1716,301492051.2,301492051.2,3638,1081,2557,62,223,344,452,1448,1019,88,2,10444.0
DRTW,260602,2026-06-02,2026-09-30,72,3) 61 a 90 dias,8) >$500.000,1,522779.37,522779.37,3,0,3,0,0,0,0,2,1,0,0,1.0
DRTW,260702,2026-07-02,2026-10-30,42,2) 31 a 60 dias,1) MENOR A $5.000,8,25169.13,25169.13,15,3,12,3,0,0,0,12,0,0,0,0.0
DRTW,260702,2026-07-02,2026-10-30,42,2) 31 a 60 dias,2) $5.001 a $10.000,5,38044.85,38044.85,9,2,7,1,1,0,0,6,1,0,0,4.0
DRTW,260702,2026-07-02,2026-10-30,42,2) 31 a 60 dias,3) $10.001 a $20.000,23,335929.88,335929.88,40,12,28,0,7,2,3,0,28,0,0,77.0
DRTW,260702,2026-07-02,2026-10-30,42,2) 31 a 60 dias,4) $20.001 a $35.000,38,955257.9,955257.9,76,26,50,1,6,4,15,0,50,0,0,262.0
DRTW,260702,2026-07-02,2026-10-30,42,2) 31 a 60 dias,5) $35.001 a $50.000,116,5339600.96,5339600.96,223,72,151,0,25,23,24,1,149,1,0,643.0
DRTW,260702,2026-07-02,2026-10-30,42,2) 31 a 60 dias,6) $50.001 a $100.000,1338,97080877.32,97080877.32,2539,680,1859,6,178,239,257,19,1829,4,7,6975.0
DRTW,260702,2026-07-02,2026-10-30,42,2) 31 a 60 dias,7) $100.001 a $500.000,1276,221270696.83,221270696.83,2724,715,2009,5,198,247,265,11,1995,2,1,7409.0
DRTW,260804,2026-08-04,2026-12-02,9,1) 0 a 30 dias,1) MENOR A $5.000,5,16266.17,16266.17,12,4,8,4,0,0,0,8,0,0,0,0.0
DRTW,260804,2026-08-04,2026-12-02,9,1) 0 a 30 dias,2) $5.001 a $10.000,6,46978.9,46978.9,14,3,11,3,0,0,0,11,0,0,0,0.0
DRTW,260804,2026-08-04,2026-12-02,9,1) 0 a 30 dias,3) $10.001 a $20.000,25,375454.8,375454.8,49,15,34,0,15,0,0,1,33,0,0,52.0
DRTW,260804,2026-08-04,2026-12-02,9,1) 0 a 30 dias,4) $20.001 a $35.000,38,1053714.36,1053714.36,76,28,48,0,13,15,0,2,34,12,0,215.0
DRTW,260804,2026-08-04,2026-12-02,9,1) 0 a 30 dias,5) $35.001 a $50.000,70,3026815.1,3026815.1,137,32,105,0,16,16,0,3,75,27,0,380.0
DRTW,260804,2026-08-04,2026-12-02,9,1) 0 a 30 dias,6) $50.001 a $100.000,885,65036239.97,65036239.97,1591,344,1247,6,197,141,0,20,868,359,0,4449.0
DRTW,260804,2026-08-04,2026-12-02,9,1) 0 a 30 dias,7) $100.001 a $500.000,1138,202409636.88,202409636.88,2384,491,1893,11,290,189,1,40,1327,526,0,6433.0
MEL0,260801,2026-08-01,2026-09-30,12,1) 0 a 30 dias,1) MENOR A $5.000,720,412726.61,412726.61,1268,28,1240,28,0,0,0,1240,0,0,0,0.0
MEL0,260801,2026-08-01,2026-09-30,12,1) 0 a 30 dias,2) $5.001 a $10.000,315,2449984.37,2449984.37,542,127,415,127,0,0,0,415,0,0,0,0.0
MEL0,260801,2026-08-01,2026-09-30,12,1) 0 a 30 dias,3) $10.001 a $20.000,1556,24601150.16,24601150.16,2571,501,2070,501,0,0,0,2070,0,0,0,0.0
MEL0,260801,2026-08-01,2026-09-30,12,1) 0 a 30 dias,4) $20.001 a $35.000,3304,92881117.46,92881117.46,5744,1161,4583,1161,0,0,0,4583,0,0,0,0.0
MEL0,260801,2026-08-01,2026-09-30,12,1) 0 a 30 dias,5) $35.001 a $50.000,12256,529413482.51,529413482.51,21125,3955,17170,3955,0,0,0,17170,0,0,0,0.0
MEL0,260801,2026-08-01,2026-09-30,12,1) 0 a 30 dias,6) $50.001 a $100.000,40604,3013622799.76,3013622799.76,68061,13893,54168,13893,0,0,0,54168,0,0,0,0.0
MEL0,260801,2026-08-01,2026-09-30,12,1) 0 a 30 dias,7) $100.001 a $500.000,21125,2460388061.81,2460388061.81,35349,7362,27987,7362,0,0,0,27987,0,0,0,0.0
MEL0,260801,2026-08-01,2026-09-30,12,1) 0 a 30 dias,8) >$500.000,83,75016096.87,75016096.87,180,39,141,39,0,0,0,141,0,0,0,0.0
OEST,84,2023-01-04,2027-01-03,1317,6) Mayor a 360 dias,1) MENOR A $5.000,1688,1036110.44,1036110.44,4317,1626,2691,1543,76,6,1,2691,0,0,0,131.0
OEST,84,2023-01-04,2027-01-03,1317,6) Mayor a 360 dias,2) $5.001 a $10.000,35,216114.95,216114.95,76,34,42,8,26,0,0,42,0,0,0,31.0
OEST,84,2023-01-04,2027-01-03,1317,6) Mayor a 360 dias,3) $10.001 a $20.000,8,111335.79,111335.79,18,10,8,2,8,0,0,8,0,0,0,15.0
OEST,84,2023-01-04,2027-01-03,1317,6) Mayor a 360 dias,7) $100.001 a $500.000,1,212458.63,212458.63,13,7,6,1,2,4,0,0,6,0,0,37.0
