entidad,codigo_adjudicacion,fecha_adjudicacion,fecha_finalizacion,plazo_gestion,tramo_gestion,rango_deuda,casos_activos_abiertos,importe_asignado,importe_base_deuda,telefonos_total,telefonos_contactados,telefonos_sin_contacto,contactado_sin_llamada,contactado_1_a_3_intentos,contactado_4_a_6_intentos,contactado_mayor_6_intentos,sin_contacto_sin_llamada,sin_contacto_1_a_3_intentos,sin_contacto_4_a_6_intentos,sin_contacto_mayor_6_intentos,llamadas_total
AUSO,148,2026-02-04,2030-02-03,190,5) 181 a 360 dias,1) MENOR A $5.000,1879,4003690.71,4003690.71,3769,1298,2471,1290,7,1,0,2471,0,0,0,17.0
AUSO,148,2026-02-04,2030-02-03,190,5) 181 a 360 dias,2) $5.001 a $10.000,336,2379988.77,2379988.77,626,226,400,119,10,52,45,390,0,5,5,1030.0
AUSO,148,2026-02-04,2030-02-03,190,5) 181 a 360 dias,3) $10.001 a $20.000,238,3336664.8,3336664.8,413,170,243,3,7,21,139,224,0,2,17,2383.0
AUSO,148,2026-02-04,2030-02-03,190,5) 181 a 360 dias,4) $20.001 a $35.000,145,3837228.88,3837228.88,284,108,176,4,5,17,82,166,1,3,6,1418.0
AUSO,148,2026-02-04,2030-02-03,190,5) 181 a 360 dias,5) $35.001 a $50.000,65,2717296.77,2717296.77,130,46,84,0,1,5,40,78,1,1,4,772.0
AUSO,148,2026-02-04,2030-02-03,190,5) 181 a 360 dias,6) $50.001 a $100.000,70,4536492.2,4536492.2,139,60,79,2,3,6,49,74,0,1,4,995.0
AUSO,148,2026-02-04,2030-02-03,190,5) 181 a 360 dias,7) $100.001 a $500.000,19,2613019.71,2613019.71,27,16,11,1,0,0,15,11,0,0,0,292.0
AUSO,148,2026-02-04,2030-02-03,190,5) 181 a 360 dias,8) >$500.000,1,1191014.1,1191014.1,1,1,0,0,0,0,1,0,0,0,0,18.0
AUSO,149,2026-02-04,2030-02-03,190,5) 181 a 360 dias,1) MENOR A $5.000,163,308732.71,308732.71,570,143,427,142,1,0,0,427,0,0,0,3.0
AUSO,149,2026-02-04,2030-02-03,190,5) 181 a 360 dias,2) $5.001 a $10.000,32,214901.3,214901.3,62,18,44,8,1,3,6,42,0,0,2,138.0
AUSO,149,2026-02-04,2030-02-03,190,5) 181 a 360 dias,3) $10.001 a $20.000,16,216846.88,216846.88,48,8,40,0,0,2,6,39,0,1,0,87.0
AUSO,149,2026-02-04,2030-02-03,190,5) 181 a 360 dias,4) $20.001 a $35.000,12,335551.19,335551.19,21,8,13,0,1,1,6,11,0,0,2,144.0
AUSO,149,2026-02-04,2030-02-03,190,5) 181 a 360 dias,5) $35.001 a $50.000,5,207471.58,207471.58,8,3,5,0,0,0,3,5,0,0,0,70.0
AUSO,149,2026-02-04,2030-02-03,190,5) 181 a 360 dias,6) $50.001 a $100.000,4,275168.15,275168.15,6,2,4,0,0,1,1,3,0,0,1,35.0
AUSO,149,2026-02-04,2030-02-03,190,5) 181 a 360 dias,7) $100.001 a $500.000,1,118641.26,118641.26,3,3,0,0,0,0,3,0,0,0,0,81.0
AUSO,150,2026-03-02,2030-03-01,164,4) 91 a 180 dias,1) MENOR A $5.000,1918,3820133.92,3820133.92,3674,1255,2419,1244,10,1,0,2419,0,0,0,20.0
AUSO,150,2026-03-02,2030-03-01,164,4) 91 a 180 dias,2) $5.001 a $10.000,316,2246025.24,2246025.24,611,211,400,113,8,46,44,386,3,5,6,913.0
AUSO,150,2026-03-02,2030-03-01,164,4) 91 a 180 dias,3) $10.001 a $20.000,232,3236616.38,3236616.38,485,189,296,0,13,33,143,273,2,4,17,2427.0
AUSO,150,2026-03-02,2030-03-01,164,4) 91 a 180 dias,4) $20.001 a $35.000,143,3748584.92,3748584.92,255,101,154,2,8,12,79,145,0,1,8,1390.0
AUSO,150,2026-03-02,2030-03-01,164,4) 91 a 180 dias,5) $35.001 a $50.000,57,2339587.52,2339587.52,110,45,65,0,4,5,36,57,0,2,6,784.0
AUSO,150,2026-03-02,2030-03-01,164,4) 91 a 180 dias,6) $50.001 a $100.000,68,4494870.02,4494870.02,122,59,63,0,5,9,45,56,0,3,4,825.0
AUSO,150,2026-03-02,2030-03-01,164,4) 91 a 180 dias,7) $100.001 a $500.000,26,4582250.97,4582250.97,43,16,27,2,0,0,14,22,1,0,4,320.0
AUSO,150,2026-03-02,2030-03-01,164,4) 91 a 180 dias,8) >$500.000,1,663861.93,663861.93,1,0,1,0,0,0,0,1,0,0,0,0.0
AUSO,151,2026-03-02,2030-03-01,164,4) 91 a 180 dias,1) MENOR A $5.000,355,560359.1,560359.1,1301,316,985,314,2,0,0,985,0,0,0,4.0
AUSO,151,2026-03-02,2030-03-01,164,4) 91 a 180 dias,2) $5.001 a $10.000,31,217022.42,217022.42,76,44,32,30,5,7,2,31,0,1,0,74.0
AUSO,151,2026-03-02,2030-03-01,164,4) 91 a 180 dias,3) $10.001 a $20.000,31,449851.9,449851.9,47,25,22,0,1,4,20,18,1,0,3,354.0
AUSO,151,2026-03-02,2030-03-01,164,4) 91 a 180 dias,4) $20.001 a $35.000,15,371305.56,371305.56,36,16,20,1,1,0,14,19,0,0,1,261.0
AUSO,151,2026-03-02,2030-03-01,164,4) 91 a 180 dias,5) $35.001 a $50.000,12,521567.04,521567.04,28,11,17,0,0,3,8,17,0,0,0,197.0
AUSO,151,2026-03-02,2030-03-01,164,4) 91 a 180 dias,6) $50.001 a $100.000,12,866884.25,866884.25,26,5,21,0,0,2,3,21,0,0,0,61.0
AUSO,151,2026-03-02,2030-03-01,164,4) 91 a 180 dias,7) $100.001 a $500.000,7,833037.24,833037.24,25,12,13,1,1,0,10,11,1,0,1,163.0
AUSO,152,2026-04-06,2030-04-05,129,4) 91 a 180 dias,1) MENOR A $5.000,2085,4372228.29,4372228.29,3971,1481,2490,1465,15,1,0,2488,2,0,0,36.0
AUSO,152,2026-04-06,2030-04-05,129,4) 91 a 180 dias,2) $5.001 a $10.000,412,2899892.63,2899892.63,806,301,505,184,16,91,10,485,2,15,3,670.0
AUSO,152,2026-04-06,2030-04-05,129,4) 91 a 180 dias,3) $10.001 a $20.000,303,4294735.24,4294735.24,605,254,351,8,11,166,69,327,5,12,7,1574.0
AUSO,152,2026-04-06,2030-04-05,129,4) 91 a 180 dias,4) $20.001 a $35.000,178,4676624.72,4676624.72,290,110,180,4,7,52,47,173,0,7,0,755.0
AUSO,152,2026-04-06,2030-04-05,129,4) 91 a 180 dias,5) $35.001 a $50.000,82,3429127.94,3429127.94,146,66,80,0,3,25,38,74,1,3,2,567.0
AUSO,152,2026-04-06,2030-04-05,129,4) 91 a 180 dias,6) $50.001 a $100.000,123,8296873.95,8296873.95,230,103,127,3,4,20,76,114,5,5,3,1064.0
AUSO,152,2026-04-06,2030-04-05,129,4) 91 a 180 dias,7) $100.001 a $500.000,37,6386453.99,6386453.99,114,41,73,3,12,2,24,66,1,3,3,391.0
AUSO,152,2026-04-06,2030-04-05,129,4) 91 a 180 dias,8) >$500.000,6,7029847.35,7029847.35,14,7,7,0,1,2,4,6,1,0,0,54.0
AUSO,153,2026-04-06,2030-04-05,129,4) 91 a 180 dias,1) MENOR A $5.000,461,924541.77,924541.77,859,295,564,278,16,1,0,561,3,0,0,27.0
AUSO,153,2026-04-06,2030-04-05,129,4) 91 a 180 dias,2) $5.001 a $10.000,88,620817.55,620817.55,205,75,130,11,31,26,7,118,9,1,2,263.0
AUSO,153,2026-04-06,2030-04-05,129,4) 91 a 180 dias,3) $10.001 a $20.000,48,691312.25,691312.25,171,43,128,0,2,20,21,123,0,2,3,329.0
AUSO,153,2026-04-06,2030-04-05,129,4) 91 a 180 dias,4) $20.001 a $35.000,25,637472.29,637472.29,45,20,25,0,1,6,13,22,0,1,2,172.0
AUSO,153,2026-04-06,2030-04-05,129,4) 91 a 180 dias,5) $35.001 a $50.000,18,745600.0,745600.0,32,14,18,1,0,6,7,16,0,0,2,146.0
AUSO,153,2026-04-06,2030-04-05,129,4) 91 a 180 dias,6) $50.001 a $100.000,14,1036710.43,1036710.43,36,22,14,1,1,5,15,12,0,2,0,209.0
AUSO,153,2026-04-06,2030-04-05,129,4) 91 a 180 dias,7) $100.001 a $500.000,5,585448.43,585448.43,15,7,8,0,0,1,6,8,0,0,0,61.0
AUSO,153,2026-04-06,2030-04-05,129,4) 91 a 180 dias,8) >$500.000,1,769384.35,769384.35,3,0,3,0,0,0,0,2,1,0,0,1.0
AUSO,154,2026-05-05,2030-05-04,100,4) 91 a 180 dias,1) MENOR A $5.000,2952,5249469.2,5249469.2,5574,1772,3802,1757,12,2,1,3801,1,0,0,37.0
AUSO,154,2026-05-05,2030-05-04,100,4) 91 a 180 dias,2) $5.001 a $10.000,409,2886651.9,2886651.9,725,249,476,164,7,76,2,465,0,11,0,467.0
AUSO,154,2026-05-05,2030-05-04,100,4) 91 a 180 dias,3) $10.001 a $20.000,308,4480102.0,4480102.0,552,183,369,3,8,149,23,340,1,28,0,1102.0
AUSO,154,2026-05-05,2030-05-04,100,4) 91 a 180 dias,4) $20.001 a $35.000,161,4159532.73,4159532.73,340,117,223,3,3,84,27,207,0,16,0,752.0
AUSO,154,2026-05-05,2030-05-04,100,4) 91 a 180 dias,5) $35.001 a $50.000,86,3585271.4,3585271.4,179,68,111,0,10,35,23,100,2,9,0,463.0
AUSO,154,2026-05-05,2030-05-04,100,4) 91 a 180 dias,6) $50.001 a $100.000,76,5157733.41,5157733.41,200,60,140,1,9,17,33,127,0,12,1,515.0
AUSO,154,2026-05-05,2030-05-04,100,4) 91 a 180 dias,7) $100.001 a $500.000,29,4531613.42,4531613.42,62,25,37,0,5,8,12,33,1,3,0,196.0
AUSO,154,2026-05-05,2030-05-04,100,4) 91 a 180 dias,8) >$500.000,1,565453.09,565453.09,2,1,1,0,0,1,0,1,0,0,0,5.0
AUSO,155,2026-05-05,2030-05-04,100,4) 91 a 180 dias,1) MENOR A $5.000,449,980179.79,980179.79,1421,360,1061,341,19,0,0,1058,3,0,0,24.0
AUSO,155,2026-05-05,2030-05-04,100,4) 91 a 180 dias,2) $5.001 a $10.000,87,618049.24,618049.24,179,58,121,5,36,17,0,114,6,1,0,132.0
AUSO,155,2026-05-05,2030-05-04,100,4) 91 a 180 dias,3) $10.001 a $20.000,45,621570.51,621570.51,108,36,72,6,4,26,0,66,2,3,1,168.0
AUSO,155,2026-05-05,2030-05-04,100,4) 91 a 180 dias,4) $20.001 a $35.000,32,859114.48,859114.48,57,25,32,1,5,19,0,29,0,3,0,122.0
AUSO,155,2026-05-05,2030-05-04,100,4) 91 a 180 dias,5) $35.001 a $50.000,14,602184.94,602184.94,26,15,11,1,2,9,3,7,0,4,0,98.0
AUSO,155,2026-05-05,2030-05-04,100,4) 91 a 180 dias,6) $50.001 a $100.000,11,734207.2,734207.2,18,9,9,0,0,5,4,8,0,1,0,61.0
AUSO,155,2026-05-05,2030-05-04,100,4) 91 a 180 dias,7) $100.001 a $500.000,3,655140.07,655140.07,3,0,3,0,0,0,0,2,0,1,0,5.0
AUSO,156,2026-06-02,2030-06-01,72,3) 61 a 90 dias,1) MENOR A $5.000,2311,4891349.81,4891349.81,4357,1488,2869,1480,8,0,0,2869,0,0,0,13.0
AUSO,156,2026-06-02,2030-06-01,72,3) 61 a 90 dias,2) $5.001 a $10.000,433,3024224.47,3024224.47,812,273,539,180,6,87,0,522,1,15,1,542.0
AUSO,156,2026-06-02,2030-06-01,72,3) 61 a 90 dias,3) $10.001 a $20.000,265,3821022.55,3821022.55,532,197,335,3,23,165,6,310,7,18,0,1023.0
AUSO,156,2026-06-02,2030-06-01,72,3) 61 a 90 dias,4) $20.001 a $35.000,173,4544756.86,4544756.86,300,104,196,3,4,94,3,186,2,7,1,556.0
AUSO,156,2026-06-02,2030-06-01,72,3) 61 a 90 dias,5) $35.001 a $50.000,87,3620593.04,3620593.04,166,50,116,0,5,43,2,107,1,8,0,291.0
AUSO,156,2026-06-02,2030-06-01,72,3) 61 a 90 dias,6) $50.001 a $100.000,76,5140852.79,5140852.79,135,60,75,0,4,53,3,69,1,5,0,329.0
AUSO,156,2026-06-02,2030-06-01,72,3) 61 a 90 dias,7) $100.001 a $500.000,28,4728854.12,4728854.12,63,27,36,0,1,26,0,35,0,1,0,141.0
AUSO,156,2026-06-02,2030-06-01,72,3) 61 a 90 dias,8) >$500.000,3,8471663.92,8471663.92,6,2,4,0,0,2,0,4,0,0,0,10.0
AUSO,157,2026-06-02,2030-06-01,72,3) 61 a 90 dias,1) MENOR A $5.000,643,1306107.64,1306107.64,1811,435,1376,429,5,1,0,1376,0,0,0,14.0
AUSO,157,2026-06-02,2030-06-01,72,3) 61 a 90 dias,2) $5.001 a $10.000,90,623792.57,623792.57,475,85,390,71,1,11,2,382,0,8,0,110.0
AUSO,157,2026-06-02,2030-06-01,72,3) 61 a 90 dias,3) $10.001 a $20.000,59,814592.89,814592.89,130,39,91,0,4,34,1,85,0,5,1,220.0
AUSO,157,2026-06-02,2030-06-01,72,3) 61 a 90 dias,4) $20.001 a $35.000,26,685785.93,685785.93,36,17,19,0,3,13,1,16,0,2,1,96.0
AUSO,157,2026-06-02,2030-06-01,72,3) 61 a 90 dias,5) $35.001 a $50.000,10,433388.49,433388.49,32,12,20,0,0,12,0,20,0,0,0,61.0
AUSO,157,2026-06-02,2030-06-01,72,3) 61 a 90 dias,6) $50.001 a $100.000,9,640290.27,640290.27,20,10,10,2,0,8,0,7,1,2,0,50.0
AUSO,157,2026-06-02,2030-06-01,72,3) 61 a 90 dias,7) $100.001 a $500.000,6,872346.42,872346.42,35,6,29,0,1,5,0,28,0,1,0,31.0
AUSO,157,2026-06-02,2030-06-01,72,3) 61 a 90 dias,8) >$500.000,1,723733.53,723733.53,1,0,1,0,0,0,0,1,0,0,0,0.0
AUSO,158,2026-07-01,2030-06-30,43,2) 31 a 60 dias,1) MENOR A $5.000,2565,5358662.27,5358662.27,4843,1587,3256,1578,9,0,0,3254,0,2,0,20.0
AUSO,158,2026-07-01,2030-06-30,43,2) 31 a 60 dias,2) $5.001 a $10.000,473,3292473.34,3292473.34,879,299,580,222,26,51,0,557,5,18,0,399.0
AUSO,158,2026-07-01,2030-06-30,43,2) 31 a 60 dias,3) $10.001 a $20.000,296,4218272.64,4218272.64,554,169,385,6,48,114,1,353,7,25,0,796.0
AUSO,158,2026-07-01,2030-06-30,43,2) 31 a 60 dias,4) $20.001 a $35.000,163,4283704.43,4283704.43,310,103,207,2,22,79,0,186,2,19,0,519.0
AUSO,158,2026-07-01,2030-06-30,43,2) 31 a 60 dias,5) $35.001 a $50.000,80,3348711.52,3348711.52,169,46,123,2,5,39,0,113,3,7,0,235.0
AUSO,158,2026-07-01,2030-06-30,43,2) 31 a 60 dias,6) $50.001 a $100.000,79,5299969.25,5299969.25,135,42,93,1,9,32,0,87,3,3,0,192.0
AUSO,158,2026-07-01,2030-06-30,43,2) 31 a 60 dias,7) $100.001 a $500.000,22,4026296.08,4026296.08,40,18,22,1,4,13,0,18,1,3,0,88.0
AUSO,158,2026-07-01,2030-06-30,43,2) 31 a 60 dias,8) >$500.000,2,1470758.33,1470758.33,2,2,0,0,0,2,0,0,0,0,0,10.0
AUSO,159,2026-07-01,2030-06-30,43,2) 31 a 60 dias,1) MENOR A $5.000,726,1435248.58,1435248.58,1535,467,1068,463,4,0,0,1068,0,0,0,5.0
AUSO,159,2026-07-01,2030-06-30,43,2) 31 a 60 dias,2) $5.001 a $10.000,123,857581.04,857581.04,214,71,143,50,8,13,0,139,1,3,0,90.0
AUSO,159,2026-07-01,2030-06-30,43,2) 31 a 60 dias,3) $10.001 a $20.000,82,1149046.32,1149046.32,172,62,110,1,16,45,0,98,2,10,0,300.0
AUSO,159,2026-07-01,2030-06-30,43,2) 31 a 60 dias,4) $20.001 a $35.000,34,872709.12,872709.12,62,31,31,0,2,29,0,27,1,3,0,161.0
AUSO,159,2026-07-01,2030-06-30,43,2) 31 a 60 dias,5) $35.001 a $50.000,13,539738.82,539738.82,23,8,15,0,1,7,0,15,0,0,0,36.0
AUSO,159,2026-07-01,2030-06-30,43,2) 31 a 60 dias,6) $50.001 a $100.000,14,1012230.47,1012230.47,36,7,29,0,3,4,0,27,0,2,0,32.0
AUSO,159,2026-07-01,2030-06-30,43,2) 31 a 60 dias,7) $100.001 a $500.000,4,686551.81,686551.81,11,5,6,1,2,2,0,6,0,0,0,16.0
AUSO,159,2026-07-01,2030-06-30,43,2) 31 a 60 dias,8) >$500.000,3,8525903.09,8525903.09,16,5,11,0,0,5,0,11,0,0,0,24.0
AUSO,160,2026-08-04,2030-08-03,9,1) 0 a 30 dias,1) MENOR A $5.000,3556,7382445.25,7382445.25,6936,2147,4789,2146,1,0,0,4788,1,0,0,4.0
AUSO,160,2026-08-04,2030-08-03,9,1) 0 a 30 dias,2) $5.001 a $10.000,543,3792300.26,3792300.26,1038,329,709,324,5,0,0,708,1,0,0,6.0
AUSO,160,2026-08-04,2030-08-03,9,1) 0 a 30 dias,3) $10.001 a $20.000,352,4910089.29,4910089.29,723,235,488,208,27,0,0,486,2,0,0,31.0
AUSO,160,2026-08-04,2030-08-03,9,1) 0 a 30 dias,4) $20.001 a $35.000,200,5271531.8,5271531.8,380,102,278,92,10,0,0,278,0,0,0,10.0
AUSO,160,2026-08-04,2030-08-03,9,1) 0 a 30 dias,5) $35.001 a $50.000,86,3623414.31,3623414.31,165,51,114,45,6,0,0,114,0,0,0,6.0
AUSO,160,2026-08-04,2030-08-03,9,1) 0 a 30 dias,6) $50.001 a $100.000,90,6273800.07,6273800.07,193,66,127,58,8,0,0,127,0,0,0,8.0
AUSO,160,2026-08-04,2030-08-03,9,1) 0 a 30 dias,7) $100.001 a $500.000,16,3147859.57,3147859.57,41,15,26,14,1,0,0,26,0,0,0,1.0
AUSO,160,2026-08-04,2030-08-03,9,1) 0 a 30 dias,8) >$500.000,1,902526.2,902526.2,1,0,1,0,0,0,0,1,0,0,0,0.0
AUSO,161,2026-08-04,2030-08-03,9,1) 0 a 30 dias,1) MENOR A $5.000,998,1949381.48,1949381.48,2196,630,1566,628,2,0,0,1566,0,0,0,2.0
AUSO,161,2026-08-04,2030-08-03,9,1) 0 a 30 dias,2) $5.001 a $10.000,146,1030772.9,1030772.9,301,105,196,98,7,0,0,196,0,0,0,7.0
AUSO,161,2026-08-04,2030-08-03,9,1) 0 a 30 dias,3) $10.001 a $20.000,92,1246608.83,1246608.83,804,125,679,118,7,0,0,679,0,0,0,7.0
AUSO,161,2026-08-04,2030-08-03,9,1) 0 a 30 dias,4) $20.001 a $35.000,30,800791.32,800791.32,59,16,43,15,1,0,0,43,0,0,0,1.0
AUSO,161,2026-08-04,2030-08-03,9,1) 0 a 30 dias,5) $35.001 a $50.000,10,407561.67,407561.67,22,3,19,3,0,0,0,19,0,0,0,0.0
AUSO,161,2026-08-04,2030-08-03,9,1) 0 a 30 dias,6) $50.001 a $100.000,16,1026773.11,1026773.11,38,12,26,11,1,0,0,26,0,0,0,2.0
AUSO,161,2026-08-04,2030-08-03,9,1) 0 a 30 dias,7) $100.001 a $500.000,4,789870.33,789870.33,6,0,6,0,0,0,0,6,0,0,0,0.0
AYS3,260412,2026-04-12,2026-08-25,123,4) 91 a 180 dias,1) MENOR A $5.000,418,128323731.58,648521.33,594,87,507,41,46,0,0,507,0,0,0,115.0
AYS3,260412,2026-04-12,2026-08-25,123,4) 91 a 180 dias,2) $5.001 a $10.000,101,96128543.27,737039.87,113,24,89,7,8,8,1,83,6,0,0,62.0
AYS3,260412,2026-04-12,2026-08-25,123,4) 91 a 180 dias,3) $10.001 a $20.000,118,156780326.05,1706061.51,173,33,140,16,2,15,0,131,9,0,0,93.0
AYS3,260412,2026-04-12,2026-08-25,123,4) 91 a 180 dias,4) $20.001 a $35.000,40,120045291.8,989171.31,56,15,41,7,3,5,0,40,1,0,0,31.0
AYS3,260412,2026-04-12,2026-08-25,123,4) 91 a 180 dias,5) $35.001 a $50.000,130,89060419.13,5834196.02,158,49,109,33,3,13,0,104,5,0,0,77.0
AYS3,260412,2026-04-12,2026-08-25,123,4) 91 a 180 dias,6) $50.001 a $100.000,181,86653245.85,11000498.82,190,33,157,11,4,4,14,151,0,6,0,165.0
AYS3,260412,2026-04-12,2026-08-25,123,4) 91 a 180 dias,7) $100.001 a $500.000,6212,9133061503.34,1671993486.08,8066,1613,6453,548,219,83,763,6217,55,21,160,38178.0
AYS3,260412,2026-04-12,2026-08-25,123,4) 91 a 180 dias,8) >$500.000,1110,7564105268.76,839428354.57,1543,336,1207,57,99,39,141,1107,20,22,58,11121.0
AYS3,260614,2026-06-14,2026-09-26,60,2) 31 a 60 dias,1) MENOR A $5.000,2595,188781390.1,2544555.79,3871,513,3358,268,244,1,0,3356,2,0,0,614.0
AYS3,260614,2026-06-14,2026-09-26,60,2) 31 a 60 dias,2) $5.001 a $10.000,170,159540562.72,1186228.22,245,49,196,17,15,17,0,179,17,0,0,122.0
AYS3,260614,2026-06-14,2026-09-26,60,2) 31 a 60 dias,3) $10.001 a $20.000,113,100691487.33,1565481.23,170,39,131,16,11,12,0,123,8,0,0,81.0
AYS3,260614,2026-06-14,2026-09-26,60,2) 31 a 60 dias,4) $20.001 a $35.000,37,166944949.68,965868.86,50,10,40,1,3,6,0,37,3,0,0,34.0
AYS3,260614,2026-06-14,2026-09-26,60,2) 31 a 60 dias,5) $35.001 a $50.000,128,40876488.74,5843206.34,132,24,108,13,4,7,0,100,8,0,0,45.0
AYS3,260614,2026-06-14,2026-09-26,60,2) 31 a 60 dias,6) $50.001 a $100.000,457,272899490.04,28780403.01,486,93,393,39,17,36,1,376,17,0,0,213.0
AYS3,260614,2026-06-14,2026-09-26,60,2) 31 a 60 dias,7) $100.001 a $500.000,8561,11597796642.2,2688835796.74,11400,2250,9150,858,284,98,1010,8741,51,23,335,24435.0
AYS3,260614,2026-06-14,2026-09-26,60,2) 31 a 60 dias,8) >$500.000,2575,9929132526.86,1968588572.58,3377,697,2680,71,176,75,375,2459,42,49,130,18598.0
AYSA,260524,2026-05-24,2026-09-05,81,3) 61 a 90 dias,1) MENOR A $5.000,626,16260999.23,1043474.87,1064,192,872,121,71,0,0,845,27,0,0,98.0
AYSA,260524,2026-05-24,2026-09-05,81,3) 61 a 90 dias,2) $5.001 a $10.000,314,13307180.62,2360830.43,503,130,373,57,73,0,0,358,15,0,0,93.0
AYSA,260524,2026-05-24,2026-09-05,81,3) 61 a 90 dias,3) $10.001 a $20.000,1007,50728427.71,15157004.3,1482,365,1117,91,77,11,186,1024,33,2,58,6043.0
AYSA,260524,2026-05-24,2026-09-05,81,3) 61 a 90 dias,4) $20.001 a $35.000,1155,94945517.03,31792844.47,1679,435,1244,61,81,21,272,1143,25,7,69,8666.0
AYSA,260524,2026-05-24,2026-09-05,81,3) 61 a 90 dias,5) $35.001 a $50.000,1058,93044061.91,44926502.09,1709,421,1288,77,95,22,227,1195,34,8,51,7224.0
AYSA,260524,2026-05-24,2026-09-05,81,3) 61 a 90 dias,6) $50.001 a $100.000,2947,406534370.75,219798816.46,4461,1173,3288,186,207,77,703,3081,78,11,118,22079.0
AYSA,260524,2026-05-24,2026-09-05,81,3) 61 a 90 dias,7) $100.001 a $500.000,11730,7945210938.15,2848218981.63,19428,4295,15133,1741,647,462,1445,14643,194,53,243,41809.0
AYSA,260524,2026-05-24,2026-09-05,81,3) 61 a 90 dias,8) >$500.000,1604,3369411027.3,1470614023.37,2573,714,1859,136,122,77,379,1740,24,17,78,30739.0
AYSA,260802,2026-08-02,2026-11-14,11,1) 0 a 30 dias,1) MENOR A $5.000,244,21736823.35,524496.04,418,95,323,95,0,0,0,323,0,0,0,0.0
AYSA,260802,2026-08-02,2026-11-14,11,1) 0 a 30 dias,2) $5.001 a $10.000,150,6040048.41,1127496.87,248,50,198,50,0,0,0,198,0,0,0,0.0
AYSA,260802,2026-08-02,2026-11-14,11,1) 0 a 30 dias,3) $10.001 a $20.000,663,26274153.98,10776105.86,1085,209,876,86,123,0,0,817,59,0,0,199.0
AYSA,260802,2026-08-02,2026-11-14,11,1) 0 a 30 dias,4) $20.001 a $35.000,1003,56007357.4,27590431.57,1655,330,1325,160,170,0,0,1242,83,0,0,289.0
AYSA,260802,2026-08-02,2026-11-14,11,1) 0 a 30 dias,5) $35.001 a $50.000,885,68333878.42,37156744.95,1390,298,1092,129,169,0,0,1022,70,0,0,273.0
AYSA,260802,2026-08-02,2026-11-14,11,1) 0 a 30 dias,6) $50.001 a $100.000,2216,309058957.33,164278905.47,3507,712,2795,290,422,0,0,2614,181,0,0,654.0
AYSA,260802,2026-08-02,2026-11-14,11,1) 0 a 30 dias,7) $100.001 a $500.000,7677,3074199010.35,1754713844.25,14820,3271,11549,3207,64,0,0,11544,5,0,0,80.0
AYSA,260802,2026-08-02,2026-11-14,11,1) 0 a 30 dias,8) >$500.000,1334,5130317193.26,1711696017.11,3270,868,2402,228,450,190,0,2199,121,82,0,2399.0
AYSC,260501,2026-05-06,2053-09-20,99,4) 91 a 180 dias,1) MENOR A $5.000,2,4173.57,4173.57,3,1,2,1,0,0,0,2,0,0,0,0.0
AYSC,260501,2026-05-06,2053-09-20,99,4) 91 a 180 dias,2) $5.001 a $10.000,3,26621.98,26621.98,3,2,1,2,0,0,0,1,0,0,0,0.0
AYSC,260501,2026-05-06,2053-09-20,99,4) 91 a 180 dias,3) $10.001 a $20.000,31,513443.02,513443.02,52,18,34,18,0,0,0,34,0,0,0,0.0
AYSC,260501,2026-05-06,2053-09-20,99,4) 91 a 180 dias,4) $20.001 a $35.000,64,1800366.84,1800366.84,115,53,62,53,0,0,0,62,0,0,0,0.0
AYSC,260501,2026-05-06,2053-09-20,99,4) 91 a 180 dias,5) $35.001 a $50.000,75,3160978.5,3160978.5,223,58,165,58,0,0,0,165,0,0,0,0.0
AYSC,260501,2026-05-06,2053-09-20,99,4) 91 a 180 dias,6) $50.001 a $100.000,175,12400207.57,12400207.57,318,126,192,126,0,0,0,191,1,0,0,3.0
AYSC,260501,2026-05-06,2053-09-20,99,4) 91 a 180 dias,7) $100.001 a $500.000,439,102818706.9,102818706.9,851,316,535,316,0,0,0,535,0,0,0,0.0
AYSC,260501,2026-05-06,2053-09-20,99,4) 91 a 180 dias,8) >$500.000,260,371758407.15,371758407.15,525,209,316,209,0,0,0,316,0,0,0,0.0
AYSE,260701,2026-07-01,2026-08-17,43,2) 31 a 60 dias,1) MENOR A $5.000,49,105401.74,94720.01,99,23,76,23,0,0,0,76,0,0,0,0.0
AYSE,260701,2026-07-01,2026-08-17,43,2) 31 a 60 dias,2) $5.001 a $10.000,79,752497.59,650446.52,128,32,96,32,0,0,0,96,0,0,0,0.0
AYSE,260701,2026-07-01,2026-08-17,43,2) 31 a 60 dias,3) $10.001 a $20.000,241,4544278.84,3992381.33,344,105,239,8,26,3,68,225,5,1,8,1129.0
AYSE,260701,2026-07-01,2026-08-17,43,2) 31 a 60 dias,4) $20.001 a $35.000,289,8781010.04,7690418.9,504,105,399,16,27,6,56,371,3,5,20,1147.0
AYSE,260701,2026-07-01,2026-08-17,43,2) 31 a 60 dias,5) $35.001 a $50.000,216,10079798.16,8858455.24,350,81,269,10,20,7,44,244,3,2,20,1041.0
AYSE,260701,2026-07-01,2026-08-17,43,2) 31 a 60 dias,6) $50.001 a $100.000,387,31017828.92,26792529.82,667,158,509,12,43,9,94,460,12,2,35,2110.0
AYSE,260701,2026-07-01,2026-08-17,43,2) 31 a 60 dias,7) $100.001 a $500.000,206,48760577.71,41139233.75,421,130,291,12,45,11,62,258,15,1,17,1593.0
AYSE,260701,2026-07-01,2026-08-17,43,2) 31 a 60 dias,8) >$500.000,25,41409244.15,33702195.2,52,16,36,5,4,1,6,33,1,1,1,147.0
